CONTA,PRODUÇÃO,IMPORTAÇÃO,VARIAÇÃO DE ESTOQUES,EXPORTAÇÃO,NÃO-APROVEITADA,REINJEÇÃO,CONSUMO FINAL NÃO-ENERGÉTICO,SETOR ENERGÉTICO,RESIDENCIAL,COMERCIAL,PÚBLICO,AGROPECUÁRIO,RODOVIÁRIO,FERROVIÁRIO,AÉREO,HIDROVIÁRIO,INDUSTRIAL - TOTAL,Ano
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,87,-4,0,-92,0,266,1468,0,0,0,0,0,0,0,0,909,1984
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,57,-110,-216,0,0,2618,0,0,0,0,0,0,0,0,0,0,1984
 ALCATRÃO ,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,56,1984
 PETRÓLEO ,16911,37389,-2117,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,1983
 GÁS NATURAL ,3983,0,0,0,-1404,-675,705,430,0,0,0,0,0,0,0,0,395,1983
 CARVÃO VAPOR ,2355,0,-148,0,0,0,0,0,0,0,0,0,0,24,0,0,1461,1983
 CARVÃO METALÚRGICO ,751,4038,-259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983
 URÂNIO U3O8 ,2312,0,-2312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983
 ENERGIA HIDRÁULICA ,13027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983
 LENHA ,30233,0,0,0,0,0,0,0,11585,174,6,3150,0,3,0,0,5291,1983
 PRODUTOS DA CANA ,15455,0,0,0,0,0,0,4455,0,0,0,0,0,0,0,0,5567,1983
 OUTRAS FONTES PRIMÁRIAS ,1197,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,844,1983
 ÓLEO DIESEL ,0,234,-14,-1005,0,0,0,372,0,28,69,2444,11025,555,0,817,279,1983
 ÓLEO COMBUSTIVEL ,0,400,285,-2591,0,0,0,1327,0,180,105,26,0,8,0,1334,6566,1983
 GASOLINA ,0,67,-21,-1611,0,0,0,0,0,0,0,0,6847,0,62,0,0,1983
 GLP ,0,541,-72,-50,0,0,0,12,3490,125,14,0,0,0,0,0,171,1983
 NAFTA ,0,4,132,0,0,0,3115,0,0,0,0,0,0,0,0,0,2,1983
 QUEROSENE ,0,0,19,-582,0,0,89,0,217,0,2,0,0,0,1915,0,109,1983
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-45,0,0,206,145,44,4,0,0,0,0,0,642,1983
 COQUE DE CARVÃO MINERAL ,0,154,-28,0,0,0,0,0,0,0,0,0,0,0,0,0,3378,1983
 URÂNIO CONTIDO NO UO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983
 ELETRICIDADE,0,0,0,-21,0,0,0,433,2557,1440,1103,277,0,91,0,0,6476,1983
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,874,68,7,10,0,0,0,0,3765,1983
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,-677,-228,0,0,388,0,0,0,0,0,2677,0,0,0,0,1983
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,10,-31,0,-175,0,134,1400,0,0,0,0,0,0,0,0,764,1983
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,90,63,-186,0,0,2506,0,0,0,0,0,0,0,0,0,0,1983
 ALCATRÃO ,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,50,1983
 PETRÓLEO ,13338,40944,388,-1133,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
 GÁS NATURAL ,3008,0,0,0,-980,-628,424,344,0,0,0,0,0,0,0,0,363,1982
 CARVÃO VAPOR ,2194,0,59,0,0,0,0,0,0,0,0,0,0,20,0,0,1282,1982
 CARVÃO METALÚRGICO ,731,3033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
 URÂNIO U3O8 ,2900,0,-1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
 ENERGIA HIDRÁULICA ,12137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
 LENHA ,29109,0,0,0,0,0,0,0,12543,170,6,3200,0,3,0,0,4288,1982
 PRODUTOS DA CANA ,12140,0,0,0,0,0,0,3092,0,0,0,0,0,0,0,0,5230,1982
 OUTRAS FONTES PRIMÁRIAS ,1170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,810,1982
 ÓLEO DIESEL ,0,207,483,-1276,0,0,0,313,0,22,66,2257,11515,552,0,869,324,1982
 ÓLEO COMBUSTIVEL ,0,2067,-748,-2191,0,0,0,1441,0,226,106,67,0,7,0,1406,8845,1982
 GASOLINA ,0,67,-139,-1205,0,0,0,0,0,0,0,0,8014,0,70,0,0,1982
 GLP ,0,853,-267,-36,0,0,0,14,3354,116,14,0,0,0,0,0,166,1982
 NAFTA ,0,1,-13,0,0,0,2361,0,0,0,0,0,0,0,0,0,2,1982
 QUEROSENE ,0,0,-88,-639,0,0,97,0,245,0,2,1,0,0,1912,0,161,1982
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-42,0,0,163,139,40,4,0,0,0,0,0,555,1982
 COQUE DE CARVÃO MINERAL ,0,80,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2860,1982
 URÂNIO CONTIDO NO UO2,0,3481,-4641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
 ELETRICIDADE,0,0,0,-32,0,0,0,423,2328,1332,1026,237,0,86,0,0,6055,1982
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,847,68,4,10,0,0,0,0,3228,1982
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,-554,-176,0,0,201,0,0,0,0,0,1932,0,0,0,0,1982
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,287,-238,-19,-49,0,152,1196,0,0,0,0,0,0,0,0,746,1982
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,98,247,-117,0,0,2935,0,0,0,0,0,0,0,0,0,0,1982
 ALCATRÃO ,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,40,1982
 PETRÓLEO ,10928,43263,555,-755,0,0,0,0,0,0,0,0,0,0,0,0,0,1981
 GÁS NATURAL ,2457,0,0,0,-804,-609,283,173,0,0,0,0,0,0,0,0,335,1981
 CARVÃO VAPOR ,1922,0,-114,0,0,0,0,0,0,0,0,0,0,20,0,0,844,1981
 CARVÃO METALÚRGICO ,726,3154,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981
 URÂNIO U3O8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981
 ENERGIA HIDRÁULICA ,11246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981
 LENHA ,30415,0,0,0,0,0,0,0,14367,174,6,3243,0,3,0,0,3854,1981
 PRODUTOS DA CANA ,10196,0,0,0,0,0,0,2251,0,0,0,0,0,0,0,0,5097,1981
 OUTRAS FONTES PRIMÁRIAS ,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,1981
 ÓLEO DIESEL ,0,783,-173,-597,0,0,0,236,0,23,66,2155,11280,567,0,678,443,1981
 ÓLEO COMBUSTIVEL ,0,186,-109,-1600,0,0,0,1546,0,237,95,100,0,7,0,1370,9681,1981
 GASOLINA ,0,69,317,-1122,0,0,0,0,0,0,0,0,8413,0,70,0,0,1981
 GLP ,0,143,-168,-47,0,0,0,17,2954,109,14,0,0,0,0,0,174,1981
 NAFTA ,0,0,-216,-7,0,0,1897,0,0,0,0,0,0,0,0,0,46,1981
 QUEROSENE ,0,0,-125,-573,0,0,85,0,265,0,2,2,0,0,1878,0,137,1981
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-67,0,0,141,134,37,4,0,0,0,0,0,491,1981
 COQUE DE CARVÃO MINERAL ,0,191,-183,0,0,0,0,0,0,0,0,0,0,0,0,0,2662,1981
 URÂNIO CONTIDO NO UO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981
 ELETRICIDADE,0,0,0,-22,0,0,0,390,2154,1246,955,214,0,76,0,0,5820,1981
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,848,66,4,10,0,0,0,0,3129,1981
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,-472,-81,0,0,211,0,0,0,0,0,1321,0,0,0,0,1981
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,61,-327,0,-62,0,37,1189,0,0,0,0,0,0,0,0,677,1981
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,98,413,-91,0,0,2719,0,0,0,0,0,0,0,0,0,0,1981
 ALCATRÃO ,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,55,1981
 PETRÓLEO ,9256,44311,2122,-61,0,0,0,0,0,0,0,0,0,0,0,0,0,1980
 GÁS NATURAL ,2189,0,0,0,-602,-496,398,165,0,0,0,0,0,0,0,0,319,1980
 CARVÃO VAPOR ,1493,0,-291,0,0,0,0,0,0,0,0,0,0,22,0,0,491,1980
 CARVÃO METALÚRGICO ,991,3340,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980
 URÂNIO U3O8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980
 ENERGIA HIDRÁULICA ,11086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980
 LENHA ,31083,0,0,0,0,0,0,0,14974,155,6,3232,0,3,0,0,3493,1980
 PRODUTOS DA CANA ,9301,0,0,0,0,0,0,2013,0,0,0,0,0,0,0,0,4799,1980
 OUTRAS FONTES PRIMÁRIAS ,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,1980
 ÓLEO DIESEL ,0,581,-698,-545,0,0,0,247,0,24,144,2218,11401,583,0,703,381,1980
 ÓLEO COMBUSTIVEL ,0,1133,330,-685,0,0,0,1785,0,227,91,116,0,10,0,978,13003,1980
 GASOLINA ,0,80,151,-276,0,0,0,0,0,0,0,0,8788,0,72,0,0,1980
 GLP ,0,144,-230,-35,0,0,0,0,2728,103,16,0,0,0,0,0,197,1980
 NAFTA ,0,1,-207,0,0,0,1530,0,0,0,0,0,0,0,0,0,33,1980
 QUEROSENE ,0,0,-227,-308,0,0,89,0,296,0,2,2,0,0,1663,0,138,1980
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-40,0,0,167,128,34,4,0,0,0,0,0,563,1980
 COQUE DE CARVÃO MINERAL ,0,363,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,3197,1980
 URÂNIO CONTIDO NO UO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980
 ELETRICIDADE,0,0,0,-18,0,0,0,359,2001,1187,893,175,0,71,0,0,5867,1980
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,830,65,4,10,0,0,0,0,3362,1980
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,24,-196,0,0,252,0,0,0,0,0,1422,0,0,0,0,1980
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,123,28,0,-34,0,71,1138,0,0,0,0,0,0,0,0,853,1980
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,237,267,-40,0,0,3182,0,0,0,0,0,0,0,0,0,0,1980
 ALCATRÃO ,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,58,1980
 PETRÓLEO ,8419,51000,-2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979
 GÁS NATURAL ,1885,0,0,0,-530,-384,340,142,0,0,0,0,0,0,0,0,274,1979
 CARVÃO VAPOR ,1404,0,-287,0,0,0,0,0,0,0,0,0,0,19,0,0,292,1979
 CARVÃO METALÚRGICO ,923,3146,-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979
 URÂNIO U3O8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979
 ENERGIA HIDRÁULICA ,10026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979
 LENHA ,30375,0,0,0,0,0,0,0,15333,161,6,3409,0,3,0,2,3322,1979
 PRODUTOS DA CANA ,8254,0,0,0,0,0,0,2035,0,0,0,0,0,0,0,0,4229,1979
 OUTRAS FONTES PRIMÁRIAS ,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,1979
 ÓLEO DIESEL ,0,141,47,-346,0,0,0,225,0,27,99,1886,10902,566,0,689,405,1979
 ÓLEO COMBUSTIVEL ,0,227,856,-426,0,0,0,1784,0,204,82,120,0,13,0,1364,13226,1979
 GASOLINA ,0,126,-212,-366,0,0,0,0,0,0,0,0,10397,0,81,0,0,1979
 GLP ,0,85,-95,-71,0,0,0,0,2543,93,16,0,0,0,0,0,194,1979
 NAFTA ,0,1,-236,0,0,0,1700,0,0,0,0,0,0,0,0,0,30,1979
 QUEROSENE ,0,0,-85,-199,0,0,115,0,370,0,2,2,0,0,1679,0,180,1979
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-34,0,0,168,130,33,3,0,0,0,0,0,539,1979
 COQUE DE CARVÃO MINERAL ,0,226,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3060,1979
 URÂNIO CONTIDO NO UO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979
 ELETRICIDADE,0,7,0,-13,0,0,0,339,1808,1080,814,137,0,63,0,0,5305,1979
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,802,61,3,12,0,0,0,0,2813,1979
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,-22,-62,0,0,174,0,0,0,0,0,1193,0,0,0,0,1979
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,135,4,0,-58,0,0,1224,0,0,0,0,0,0,0,0,772,1979
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,280,-112,0,0,0,3787,0,0,0,0,0,0,0,0,0,0,1979
 ALCATRÃO ,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,55,1979
 PETRÓLEO ,8154,45811,973,-246,0,0,0,0,0,0,0,0,0,0,0,0,0,1978
 GÁS NATURAL ,1919,0,0,0,-469,-524,293,137,0,0,0,0,0,0,0,0,259,1978
 CARVÃO VAPOR ,1250,0,-68,0,0,0,0,0,0,0,0,0,0,19,0,0,150,1978
 CARVÃO METALÚRGICO ,845,2624,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978
 URÂNIO U3O8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978
 ENERGIA HIDRÁULICA ,8836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978
 LENHA ,29794,0,0,0,0,0,0,0,15648,164,7,3595,0,3,0,2,3460,1978
 PRODUTOS DA CANA ,7322,0,0,0,0,0,0,1236,0,0,0,0,0,0,0,0,4520,1978
 OUTRAS FONTES PRIMÁRIAS ,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,1978
 ÓLEO DIESEL ,0,74,-315,-552,0,0,0,159,0,32,98,1535,10326,516,0,590,417,1978
 ÓLEO COMBUSTIVEL ,0,165,454,-510,0,0,0,1721,0,184,74,116,0,16,0,1175,12729,1978
 GASOLINA ,0,73,-30,-815,0,0,0,0,0,0,0,0,10453,0,78,0,0,1978
 GLP ,0,71,-174,-47,0,0,0,0,2299,83,14,0,0,0,0,0,182,1978
 NAFTA ,0,0,-167,0,0,0,1597,0,0,0,0,0,0,0,0,0,45,1978
 QUEROSENE ,0,5,-74,-212,0,0,90,0,365,0,4,2,0,0,1459,0,156,1978
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-26,0,0,175,127,30,3,0,0,0,0,0,466,1978
 COQUE DE CARVÃO MINERAL ,0,331,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,2675,1978
 URÂNIO CONTIDO NO UO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978
 ELETRICIDADE,0,5,0,-16,0,0,0,306,1629,979,745,115,0,58,0,0,4685,1978
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,753,60,3,12,0,0,0,0,2308,1978
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,-161,-12,0,0,190,0,0,0,0,0,804,0,0,0,0,1978
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,120,-4,0,-103,0,0,1140,0,0,0,0,0,0,0,0,499,1978
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,332,349,0,0,0,2976,0,0,0,0,0,0,0,0,0,0,1978
 ALCATRÃO ,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,32,1978
 PETRÓLEO ,8177,41477,780,-1378,0,0,0,0,0,0,0,0,0,0,0,0,0,1977
 GÁS NATURAL ,1795,0,0,0,-378,-653,108,141,0,0,0,0,0,0,0,0,274,1977
 CARVÃO VAPOR ,1095,0,-324,0,0,0,0,0,0,0,0,0,0,16,0,0,129,1977
 CARVÃO METALÚRGICO ,769,2829,-118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977
 URÂNIO U3O8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977
 ENERGIA HIDRÁULICA ,8039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977
 LENHA ,30822,0,0,0,0,0,0,0,16635,167,8,3780,0,3,0,2,3474,1977
 PRODUTOS DA CANA ,6539,0,0,0,0,0,0,564,0,0,0,0,0,0,0,0,4984,1977
 OUTRAS FONTES PRIMÁRIAS ,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,1977
 ÓLEO DIESEL ,0,65,-173,-456,0,0,0,152,0,37,81,1511,9316,514,0,526,406,1977
 ÓLEO COMBUSTIVEL ,0,537,336,-601,0,0,0,1712,0,171,69,106,0,16,0,941,11776,1977
 GASOLINA ,0,74,81,-261,0,0,0,0,0,0,0,0,10241,0,74,0,0,1977
 GLP ,0,191,-93,-17,0,0,0,0,2077,78,11,0,0,0,0,0,161,1977
 NAFTA ,0,0,-94,0,0,0,1186,0,0,0,0,0,0,0,0,0,36,1977
 QUEROSENE ,0,0,11,-54,0,0,66,0,379,0,4,1,0,0,1424,0,143,1977
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-32,0,0,163,124,29,3,0,0,0,0,0,440,1977
 COQUE DE CARVÃO MINERAL ,0,101,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,2475,1977
 URÂNIO CONTIDO NO UO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977
 ELETRICIDADE,0,2,0,-12,0,0,0,275,1473,906,689,90,0,58,0,0,4149,1977
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,726,56,3,12,0,0,0,0,2266,1977
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,-180,-2,0,0,212,0,0,0,0,0,341,0,0,0,0,1977
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,66,0,-113,0,0,896,0,0,0,0,0,0,0,0,358,1977
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,307,19,0,0,0,2457,0,0,0,0,0,0,0,0,0,0,1977
 ALCATRÃO ,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,68,1977
 PETRÓLEO ,8473,41767,428,-2913,0,0,0,0,0,0,0,0,0,0,0,0,0,1976
 GÁS NATURAL ,1630,0,0,0,-388,-605,130,128,0,0,0,0,0,0,0,0,161,1976
 CARVÃO VAPOR ,951,0,-416,0,0,0,0,0,0,0,0,0,0,13,0,0,79,1976
 CARVÃO METALÚRGICO ,643,2192,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976
 URÂNIO U3O8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976
 ENERGIA HIDRÁULICA ,7131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976
 LENHA ,31882,0,0,0,0,0,0,0,17457,170,9,3904,0,3,0,3,3694,1976
 PRODUTOS DA CANA ,4748,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,4144,1976
 OUTRAS FONTES PRIMÁRIAS ,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,1976
 ÓLEO DIESEL ,0,153,-103,-265,0,0,0,144,0,41,120,1330,8535,526,0,565,404,1976
 ÓLEO COMBUSTIVEL ,0,766,254,-639,0,0,0,1644,0,161,64,104,0,31,0,1319,11257,1976
 GASOLINA ,0,83,-307,-10,0,0,0,0,0,0,0,0,11269,0,79,0,0,1976
 GLP ,0,152,-129,-11,0,0,0,0,2001,74,7,0,0,0,0,0,127,1976
 NAFTA ,0,0,-153,0,0,0,1073,0,0,0,0,0,0,0,0,0,16,1976
 QUEROSENE ,0,0,-55,-8,0,0,49,0,380,0,7,1,0,0,1389,0,123,1976
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-40,0,0,159,128,27,3,0,0,0,0,0,348,1976
 COQUE DE CARVÃO MINERAL ,0,85,-161,0,0,0,0,0,0,0,0,0,0,0,0,0,1873,1976
 URÂNIO CONTIDO NO UO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976
 ELETRICIDADE,0,6,0,-2,0,0,0,265,1279,852,617,75,0,59,0,0,3671,1976
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,691,52,3,13,0,0,0,0,2255,1976
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,-36,-17,0,0,162,0,0,0,0,0,92,0,0,0,0,1976
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,19,0,-83,0,0,909,0,0,0,0,0,0,0,0,239,1976
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,378,167,0,0,0,2268,0,0,0,0,0,0,0,0,0,0,1976
 ALCATRÃO ,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,26,1976
 PETRÓLEO ,8727,36528,899,-1102,0,0,0,0,0,0,0,0,0,0,0,0,0,1975
 GÁS NATURAL ,1613,0,0,0,-371,-671,81,131,0,0,0,0,0,0,0,0,152,1975
 CARVÃO VAPOR ,743,0,-166,0,0,0,0,0,0,0,0,0,0,10,0,0,93,1975
 CARVÃO METALÚRGICO ,558,2066,-144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975
 URÂNIO U3O8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975
 ENERGIA HIDRÁULICA ,6217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975
 LENHA ,33154,0,0,0,0,0,0,0,17939,174,9,4028,0,7,0,3,3678,1975
 PRODUTOS DA CANA ,4180,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,3581,1975
 OUTRAS FONTES PRIMÁRIAS ,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,1975
 ÓLEO DIESEL ,0,86,122,-567,0,0,0,140,0,45,124,1151,7250,505,0,510,358,1975
 ÓLEO COMBUSTIVEL ,0,23,205,-934,0,0,0,1521,0,143,57,91,0,28,0,1212,9637,1975
 GASOLINA ,0,66,-34,-187,0,0,0,0,0,0,0,0,11189,0,79,0,0,1975
 GLP ,0,34,-64,-63,0,0,0,0,1821,67,7,0,0,0,0,0,120,1975
 NAFTA ,0,0,-142,0,0,0,971,0,0,0,0,0,0,0,0,0,52,1975
 QUEROSENE ,0,0,-109,-34,0,0,33,0,381,0,7,0,0,0,1248,0,98,1975
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-31,0,0,123,124,25,3,0,0,0,0,0,273,1975
 COQUE DE CARVÃO MINERAL ,0,120,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1602,1975
 URÂNIO CONTIDO NO UO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975
 ELETRICIDADE,0,7,0,-2,0,0,0,224,1136,773,578,65,0,54,0,0,3178,1975
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,647,48,0,14,0,0,0,0,2611,1975
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,14,-33,0,0,190,0,0,0,0,0,86,0,0,0,0,1975
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,-46,0,-258,0,0,875,0,0,0,0,0,0,0,0,98,1975
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,313,260,-7,0,0,2119,0,0,0,0,0,0,0,0,0,0,1975
 ALCATRÃO ,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,22,1975
 PETRÓLEO ,8969,35077,-1893,-674,0,0,0,0,0,0,0,0,0,0,0,0,0,1974
 GÁS NATURAL ,1477,0,0,0,-387,-577,71,121,0,0,0,0,0,0,0,0,143,1974
 CARVÃO VAPOR ,830,0,-257,0,0,0,0,0,0,0,0,0,0,8,0,0,91,1974
 CARVÃO METALÚRGICO ,730,1291,-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974
 URÂNIO U3O8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974
 ENERGIA HIDRÁULICA ,5648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974
 LENHA ,32599,0,0,0,0,0,0,0,18377,177,10,4183,0,16,0,4,3712,1974
 PRODUTOS DA CANA ,4619,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,4025,1974
 OUTRAS FONTES PRIMÁRIAS ,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,1974
 ÓLEO DIESEL ,0,60,380,-886,0,0,0,125,0,51,104,1036,6305,486,0,580,339,1974
 ÓLEO COMBUSTIVEL ,0,69,1001,-1613,0,0,0,1409,0,129,52,86,0,29,0,1119,9125,1974
 GASOLINA ,0,619,-124,-15,0,0,0,0,0,0,0,0,10938,0,91,0,0,1974
 GLP ,0,243,-60,-41,0,0,0,0,1775,60,6,0,0,0,0,0,85,1974
 NAFTA ,0,0,-84,-75,0,0,1002,0,0,0,0,0,0,0,0,0,52,1974
 QUEROSENE ,0,0,69,-158,0,0,23,0,404,0,8,0,0,0,1157,0,90,1974
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-25,0,0,99,116,23,3,0,0,0,0,0,221,1974
 COQUE DE CARVÃO MINERAL ,0,143,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1309,1974
 URÂNIO CONTIDO NO UO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974
 ELETRICIDADE,0,5,0,-2,0,0,0,212,1034,698,511,56,0,52,0,0,2884,1974
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,611,44,0,15,0,0,0,0,2107,1974
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,5,-30,0,0,186,0,0,0,0,0,101,0,0,0,0,1974
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,-39,0,-46,0,0,887,0,0,0,0,0,0,0,0,91,1974
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,529,105,0,0,0,2002,0,0,0,0,0,0,0,0,0,0,1974
 ALCATRÃO ,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,18,1974
 PETRÓLEO ,8453,35000,-3821,-854,0,0,0,0,0,0,0,0,0,0,0,0,0,1973
 GÁS NATURAL ,1171,0,0,0,-427,-406,68,86,0,0,0,0,0,0,0,0,20,1973
 CARVÃO VAPOR ,600,0,-37,0,0,0,0,0,0,0,0,0,0,2,0,0,73,1973
 CARVÃO METALÚRGICO ,529,1317,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973
 URÂNIO U3O8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973
