Fonte/Tecnologia,Ano 2015,Ano 2030,Ano 2040,Ano 2050,Cenário
Eólica,6556,52746,104904,148953,32. UHEs em áreas de interferência com CAPEX dobrado
Solar,21,6353,32631,75589,32. UHEs em áreas de interferência com CAPEX dobrado
Outros,490,490,490,490,32. UHEs em áreas de interferência com CAPEX dobrado
Pot. Compl.,0,13711,38405,66727,32. UHEs em áreas de interferência com CAPEX dobrado
GD,17,13669,27728,49888,32. UHEs em áreas de interferência com CAPEX dobrado
Hidro,95237,137925,148170,154899,10. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Gás Natural,11242,20168,32943,41393,10. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Carvão,3174,2251,340,0,10. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Nuclear,1990,3395,3395,3395,10. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Óleos Comb,5184,0,0,0,10. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Biomassa,12000,25498,27520,28438,10. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Eólica,6556,35933,61598,96659,10. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Solar,21,6928,44334,44334,10. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Outros,490,490,490,490,10. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Pot. Compl.,0,10370,30550,55792,10. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
GD,17,13669,27728,49888,10. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Hidro,95237,132819,135189,135303,27. Capacidade Instalada de GD alcança 75 GW em 2050
Gás Natural,11242,17292,25418,34163,27. Capacidade Instalada de GD alcança 75 GW em 2050
Carvão,3174,2251,340,0,27. Capacidade Instalada de GD alcança 75 GW em 2050
Nuclear,1990,3395,3395,3395,27. Capacidade Instalada de GD alcança 75 GW em 2050
Óleos Comb,5184,0,0,0,27. Capacidade Instalada de GD alcança 75 GW em 2050
Biomassa,12000,13395,13395,13009,27. Capacidade Instalada de GD alcança 75 GW em 2050
Eólica,6556,50516,113180,170685,27. Capacidade Instalada de GD alcança 75 GW em 2050
Solar,21,5358,16047,26892,27. Capacidade Instalada de GD alcança 75 GW em 2050
Outros,490,490,490,490,27. Capacidade Instalada de GD alcança 75 GW em 2050
Pot. Compl.,0,14172,42580,71148,27. Capacidade Instalada de GD alcança 75 GW em 2050
GD,17,20503,41593,74831,27. Capacidade Instalada de GD alcança 75 GW em 2050
Hidro,95237,132154,134900,134900,2. Matriz Elétrica com expansão 100% renovável
Gás Natural,11242,6923,1577,0,2. Matriz Elétrica com expansão 100% renovável
Carvão,3174,2251,340,0,2. Matriz Elétrica com expansão 100% renovável
Nuclear,1990,3395,3395,3395,2. Matriz Elétrica com expansão 100% renovável
Óleos Comb,5184,0,0,0,2. Matriz Elétrica com expansão 100% renovável
Biomassa,12000,23995,18842,18456,2. Matriz Elétrica com expansão 100% renovável
Eólica,6556,54489,137841,209431,2. Matriz Elétrica com expansão 100% renovável
Solar,21,6353,37873,80831,2. Matriz Elétrica com expansão 100% renovável
Outros,490,490,0,0,2. Matriz Elétrica com expansão 100% renovável
Pot. Compl.,0,14337,51131,85432,2. Matriz Elétrica com expansão 100% renovável
GD,17,13669,27728,49888,2. Matriz Elétrica com expansão 100% renovável
Hidro,95237,132780,135118,135224,25. Expansão de 10.000 MW de Usinas Nucleares
Gás Natural,11242,17485,25610,30996,25. Expansão de 10.000 MW de Usinas Nucleares
Carvão,3174,2251,340,0,25. Expansão de 10.000 MW de Usinas Nucleares
Nuclear,1990,3395,9395,13395,25. Expansão de 10.000 MW de Usinas Nucleares
Óleos Comb,5184,0,0,0,25. Expansão de 10.000 MW de Usinas Nucleares
Biomassa,12000,13395,13395,13395,25. Expansão de 10.000 MW de Usinas Nucleares
Eólica,6556,52780,103566,140478,25. Expansão de 10.000 MW de Usinas Nucleares
Solar,21,6353,20774,63732,25. Expansão de 10.000 MW de Usinas Nucleares
Outros,490,490,490,490,25. Expansão de 10.000 MW de Usinas Nucleares
Pot. Compl.,0,13719,36786,62437,25. Expansão de 10.000 MW de Usinas Nucleares
GD,17,13669,27728,49888,25. Expansão de 10.000 MW de Usinas Nucleares
Hidro,95237,120461,124380,124708,1. Estagnação
Gás Natural,11242,7305,7981,7612,1. Estagnação
Carvão,3174,2251,340,0,1. Estagnação
Nuclear,1990,3395,3395,3395,1. Estagnação
Óleos Comb,5184,0,0,0,1. Estagnação
Biomassa,12000,13395,13395,13395,1. Estagnação
Eólica,6556,15913,5933,6783,1. Estagnação
Solar,21,2170,0,0,1. Estagnação
Outros,490,490,490,490,1. Estagnação
Pot. Compl.,0,190,5538,6054,1. Estagnação
GD,4,3180,5525,8395,1. Estagnação
Hidro,95237,137210,157517,164659,39. Potencial Hidrelétrico Inventariado com áreas de interferência
Gás Natural,11242,17059,24460,25097,39. Potencial Hidrelétrico Inventariado com áreas de interferência
Carvão,3174,2251,340,0,39. Potencial Hidrelétrico Inventariado com áreas de interferência
Nuclear,1990,3395,3395,3395,39. Potencial Hidrelétrico Inventariado com áreas de interferência
Óleos Comb,5184,0,0,0,39. Potencial Hidrelétrico Inventariado com áreas de interferência
Biomassa,12000,24414,24414,24415,39. Potencial Hidrelétrico Inventariado com áreas de interferência
Eólica,6556,44096,98114,135600,39. Potencial Hidrelétrico Inventariado com áreas de interferência
Solar,21,2170,4719,42369,39. Potencial Hidrelétrico Inventariado com áreas de interferência
Outros,490,490,490,490,39. Potencial Hidrelétrico Inventariado com áreas de interferência
Pot. Compl.,0,12768,29686,61566,39. Potencial Hidrelétrico Inventariado com áreas de interferência
GD,17,13669,27728,49888,39. Potencial Hidrelétrico Inventariado com áreas de interferência
Hidro,95237,125919,125919,125919,6. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica) sem emissões
Gás Natural,11242,23968,26914,26545,6. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica) sem emissões
Carvão,3174,2251,340,0,6. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica) sem emissões
Nuclear,1990,3395,3395,3395,6. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica) sem emissões
Óleos Comb,5184,0,0,0,6. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica) sem emissões
Biomassa,12000,23995,23995,23995,6. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica) sem emissões
Eólica,6556,55488,124836,193176,6. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica) sem emissões
Solar,21,11800,46251,89209,6. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica) sem emissões
Outros,490,490,490,490,6. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica) sem emissões
Pot. Compl.,0,2209,32614,65585,6. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica) sem emissões
GD,17,13669,27728,49888,6. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica) sem emissões
Hidro,95237,139315,156917,163475,45. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Gás Natural,11242,16964,24365,25002,45. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Carvão,3174,2251,340,0,45. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Nuclear,1990,3395,3395,3395,45. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Óleos Comb,5184,0,0,0,45. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Biomassa,12000,25096,25096,25096,45. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Eólica,6556,43335,98868,145135,45. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Solar,21,2170,4719,30282,45. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Outros,490,490,490,490,45. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Pot. Compl.,0,11655,31767,61940,45. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
GD,17,13669,27728,49888,45. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Hidro,95237,132780,135150,135224,20. Redução de 45% no CAPEX de Usina Nuclear
Gás Natural,11242,17410,26461,33167,20. Redução de 45% no CAPEX de Usina Nuclear
Carvão,3174,2251,340,0,20. Redução de 45% no CAPEX de Usina Nuclear
Nuclear,1990,3395,3395,3395,20. Redução de 45% no CAPEX de Usina Nuclear
Óleos Comb,5184,0,0,0,20. Redução de 45% no CAPEX de Usina Nuclear
Biomassa,12000,13395,13395,13395,20. Redução de 45% no CAPEX de Usina Nuclear
Eólica,6556,52930,106324,150980,20. Redução de 45% no CAPEX de Usina Nuclear
Solar,21,6353,32409,75367,20. Redução de 45% no CAPEX de Usina Nuclear
Outros,490,490,490,490,20. Redução de 45% no CAPEX de Usina Nuclear
Pot. Compl.,0,13757,38352,66746,20. Redução de 45% no CAPEX de Usina Nuclear
GD,17,13669,27728,49888,20. Redução de 45% no CAPEX de Usina Nuclear
Hidro,95237,132780,135300,135494,34. UHEs em áreas de interferência com Unidades de Conservação (UC) com CAPEX dobrado
Gás Natural,11242,17501,25627,32892,34. UHEs em áreas de interferência com Unidades de Conservação (UC) com CAPEX dobrado
Carvão,3174,2251,340,0,34. UHEs em áreas de interferência com Unidades de Conservação (UC) com CAPEX dobrado
Nuclear,1990,3395,3395,3395,34. UHEs em áreas de interferência com Unidades de Conservação (UC) com CAPEX dobrado
Óleos Comb,5184,0,0,0,34. UHEs em áreas de interferência com Unidades de Conservação (UC) com CAPEX dobrado
Biomassa,12000,13395,13395,13395,34. UHEs em áreas de interferência com Unidades de Conservação (UC) com CAPEX dobrado
Eólica,6556,52747,107997,151292,34. UHEs em áreas de interferência com Unidades de Conservação (UC) com CAPEX dobrado
Solar,21,6353,32123,75081,34. UHEs em áreas de interferência com Unidades de Conservação (UC) com CAPEX dobrado
Outros,490,490,490,490,34. UHEs em áreas de interferência com Unidades de Conservação (UC) com CAPEX dobrado
Pot. Compl.,0,13711,39131,67268,34. UHEs em áreas de interferência com Unidades de Conservação (UC) com CAPEX dobrado
GD,17,13669,27728,49888,34. UHEs em áreas de interferência com Unidades de Conservação (UC) com CAPEX dobrado
Hidro,95237,132489,140602,144954,19. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Gás Natural,11242,14480,21881,24034,19. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Carvão,3174,2251,340,0,19. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Nuclear,1990,3395,3395,3395,19. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Óleos Comb,5184,0,0,0,19. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Biomassa,12000,25498,27520,28546,19. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Eólica,6556,41679,95810,133288,19. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Solar,21,2170,4719,47677,19. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Outros,490,490,490,490,19. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Pot. Compl.,0,6849,29789,58467,19. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
GD,17,13669,27728,49888,19. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Hidro,95237,136805,157001,164244,57. Redução de 45% no CAPEX e no OPEX de Usina Nuclear
Gás Natural,11242,16758,25084,25721,57. Redução de 45% no CAPEX e no OPEX de Usina Nuclear
Carvão,3174,2251,340,0,57. Redução de 45% no CAPEX e no OPEX de Usina Nuclear
Nuclear,1990,4530,4530,4530,57. Redução de 45% no CAPEX e no OPEX de Usina Nuclear
Óleos Comb,5184,0,0,0,57. Redução de 45% no CAPEX e no OPEX de Usina Nuclear
Biomassa,12000,24003,24003,24003,57. Redução de 45% no CAPEX e no OPEX de Usina Nuclear
Eólica,6556,43066,96866,135522,57. Redução de 45% no CAPEX e no OPEX de Usina Nuclear
Solar,21,2170,4719,37899,57. Redução de 45% no CAPEX e no OPEX de Usina Nuclear
Outros,490,490,490,490,57. Redução de 45% no CAPEX e no OPEX de Usina Nuclear
Pot. Compl.,0,12619,28809,60188,57. Redução de 45% no CAPEX e no OPEX de Usina Nuclear
GD,17,13669,27728,49888,57. Redução de 45% no CAPEX e no OPEX de Usina Nuclear
Hidro,95237,129506,134809,135028,18. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Gás Natural,11242,14381,21781,26325,18. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Carvão,3174,2251,340,0,18. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Nuclear,1990,3395,3395,3395,18. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Óleos Comb,5184,0,0,0,18. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Biomassa,12000,22278,22278,21892,18. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Eólica,6556,49050,107092,148226,18. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Solar,21,2170,11911,56329,18. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Outros,490,490,490,490,18. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Pot. Compl.,0,9484,34674,65296,18. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
GD,17,13669,27728,49888,18. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Hidro,95237,132819,135252,135366,28. Capacidade Instalada de GD limitada a 25 GW em 2050
Gás Natural,11242,17928,26054,35304,28. Capacidade Instalada de GD limitada a 25 GW em 2050
Carvão,3174,2251,340,0,28. Capacidade Instalada de GD limitada a 25 GW em 2050
Nuclear,1990,3395,3395,3395,28. Capacidade Instalada de GD limitada a 25 GW em 2050
Óleos Comb,5184,0,0,0,28. Capacidade Instalada de GD limitada a 25 GW em 2050
Biomassa,12000,13395,13395,13009,28. Capacidade Instalada de GD limitada a 25 GW em 2050
Eólica,6556,54784,127751,194068,28. Capacidade Instalada de GD limitada a 25 GW em 2050
Solar,21,7180,19849,33919,28. Capacidade Instalada de GD limitada a 25 GW em 2050
Outros,490,490,490,490,28. Capacidade Instalada de GD limitada a 25 GW em 2050
Pot. Compl.,0,13060,41289,68003,28. Capacidade Instalada de GD limitada a 25 GW em 2050
GD,17,6834,13864,24944,28. Capacidade Instalada de GD limitada a 25 GW em 2050
Hidro,95237,132698,152252,157404,58. Redução de 50% no CAPEX e no OPEX de Usina Nuclear
Gás Natural,11242,15658,23984,24421,58. Redução de 50% no CAPEX e no OPEX de Usina Nuclear
Carvão,3174,2251,340,0,58. Redução de 50% no CAPEX e no OPEX de Usina Nuclear
Nuclear,1990,13920,13920,13920,58. Redução de 50% no CAPEX e no OPEX de Usina Nuclear
Óleos Comb,5184,0,0,0,58. Redução de 50% no CAPEX e no OPEX de Usina Nuclear
Biomassa,12000,18952,18952,18953,58. Redução de 50% no CAPEX e no OPEX de Usina Nuclear
Eólica,6556,34623,88826,131636,58. Redução de 50% no CAPEX e no OPEX de Usina Nuclear
Solar,21,2170,4719,34385,58. Redução de 50% no CAPEX e no OPEX de Usina Nuclear
Outros,490,490,490,490,58. Redução de 50% no CAPEX e no OPEX de Usina Nuclear
Pot. Compl.,0,10717,28159,59812,58. Redução de 50% no CAPEX e no OPEX de Usina Nuclear
GD,17,13669,27728,49888,58. Redução de 50% no CAPEX e no OPEX de Usina Nuclear
Hidro,95237,137943,153828,157813,30. Potencial Inventariado Total exceto UHEs em áreas de interferência com Unidades de Conservação (UC)
Gás Natural,11242,17355,25481,28319,30. Potencial Inventariado Total exceto UHEs em áreas de interferência com Unidades de Conservação (UC)
Carvão,3174,2251,340,0,30. Potencial Inventariado Total exceto UHEs em áreas de interferência com Unidades de Conservação (UC)
Nuclear,1990,3395,3395,3395,30. Potencial Inventariado Total exceto UHEs em áreas de interferência com Unidades de Conservação (UC)
Óleos Comb,5184,0,0,0,30. Potencial Inventariado Total exceto UHEs em áreas de interferência com Unidades de Conservação (UC)
Biomassa,12000,22644,22644,22645,30. Potencial Inventariado Total exceto UHEs em áreas de interferência com Unidades de Conservação (UC)
Eólica,6556,43879,102755,136537,30. Potencial Inventariado Total exceto UHEs em áreas de interferência com Unidades de Conservação (UC)
Solar,21,2170,4719,47677,30. Potencial Inventariado Total exceto UHEs em áreas de interferência com Unidades de Conservação (UC)
Outros,490,490,490,490,30. Potencial Inventariado Total exceto UHEs em áreas de interferência com Unidades de Conservação (UC)
Pot. Compl.,0,12656,31253,63494,30. Potencial Inventariado Total exceto UHEs em áreas de interferência com Unidades de Conservação (UC)
GD,17,13669,27728,49888,30. Potencial Inventariado Total exceto UHEs em áreas de interferência com Unidades de Conservação (UC)
Hidro,95237,137611,157136,164659,50. Eólica Offshore com 20% de redução de CAPEX
Gás Natural,11242,17448,24848,25904,50. Eólica Offshore com 20% de redução de CAPEX
Carvão,3174,2251,340,0,50. Eólica Offshore com 20% de redução de CAPEX
Nuclear,1990,3395,3395,3395,50. Eólica Offshore com 20% de redução de CAPEX
Óleos Comb,5184,0,0,0,50. Eólica Offshore com 20% de redução de CAPEX
Biomassa,12000,23741,23742,23742,50. Eólica Offshore com 20% de redução de CAPEX
Eólica,6556,43293,94930,126159,50. Eólica Offshore com 20% de redução de CAPEX
Solar,21,2170,4719,45363,50. Eólica Offshore com 20% de redução de CAPEX
Outros,490,490,490,490,50. Eólica Offshore com 20% de redução de CAPEX
Pot. Compl.,0,12482,28499,59408,50. Eólica Offshore com 20% de redução de CAPEX
GD,17,13669,27728,49888,50. Eólica Offshore com 20% de redução de CAPEX
Hidro,95237,132126,147554,156800,54. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Gás Natural,11242,13732,19367,19398,54. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Carvão,3174,2251,340,0,54. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Nuclear,1990,3395,3395,3395,54. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Óleos Comb,5184,0,0,0,54. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Biomassa,12000,25498,27520,28546,54. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Eólica,6556,43378,86078,139771,54. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Solar,21,2170,4719,21364,54. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Outros,490,490,490,490,54. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Pot. Compl.,0,7177,29946,57009,54. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
GD,17,13669,27728,49888,54. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Hidro,95237,137822,146594,153961,9. Integração Elétrica com países da América do Sul
Gás Natural,11242,17007,24408,24845,9. Integração Elétrica com países da América do Sul
Carvão,3174,2251,340,0,9. Integração Elétrica com países da América do Sul
Nuclear,1990,3395,3395,3395,9. Integração Elétrica com países da América do Sul
Óleos Comb,5184,0,0,0,9. Integração Elétrica com países da América do Sul
Biomassa,12000,25096,27372,27372,9. Integração Elétrica com países da América do Sul
Eólica,6556,46312,111417,153636,9. Integração Elétrica com países da América do Sul
Solar,21,2170,4719,34141,9. Integração Elétrica com países da América do Sul
Outros,490,490,490,490,9. Integração Elétrica com países da América do Sul
Pot. Compl.,0,13308,39260,70181,9. Integração Elétrica com países da América do Sul
GD,17,13669,27728,49888,9. Integração Elétrica com países da América do Sul
Hidro,95237,132780,135213,135287,15. Eólica Offshore com 20% de redução de CAPEX
Gás Natural,11242,17899,26025,32623,15. Eólica Offshore com 20% de redução de CAPEX
Carvão,3174,2251,340,0,15. Eólica Offshore com 20% de redução de CAPEX
Nuclear,1990,3395,3395,3395,15. Eólica Offshore com 20% de redução de CAPEX
Óleos Comb,5184,0,0,0,15. Eólica Offshore com 20% de redução de CAPEX
Biomassa,12000,13395,13395,13395,15. Eólica Offshore com 20% de redução de CAPEX
Eólica,6556,51943,105229,145409,15. Eólica Offshore com 20% de redução de CAPEX
Solar,21,6353,35022,77980,15. Eólica Offshore com 20% de redução de CAPEX
Outros,490,490,490,490,15. Eólica Offshore com 20% de redução de CAPEX
Pot. Compl.,0,13511,37050,64694,15. Eólica Offshore com 20% de redução de CAPEX
GD,17,13669,27728,49888,15. Eólica Offshore com 20% de redução de CAPEX
Hidro,95237,132780,141274,160330,35. UHEs com interferência após 2040
Gás Natural,11242,17114,24515,24746,35. UHEs com interferência após 2040
Carvão,3174,2251,340,0,35. UHEs com interferência após 2040
Nuclear,1990,3395,3395,3395,35. UHEs com interferência após 2040
Óleos Comb,5184,0,0,0,35. UHEs com interferência após 2040
Biomassa,12000,13904,13904,13904,35. UHEs com interferência após 2040
Eólica,6556,53182,106930,153795,35. UHEs com interferência após 2040
Solar,21,6353,23466,33419,35. UHEs com interferência após 2040
Outros,490,490,490,490,35. UHEs com interferência após 2040
Pot. Compl.,0,13962,40119,66232,35. UHEs com interferência após 2040
GD,17,13669,27728,49888,35. UHEs com interferência após 2040
Hidro,95237,128568,128944,130031,40. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica)
Gás Natural,11242,33885,42011,50861,40. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica)
Carvão,3174,2251,340,0,40. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica)
Nuclear,1990,3395,3395,3395,40. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica)
Óleos Comb,5184,0,0,0,40. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica)
Biomassa,12000,13395,13395,13395,40. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica)
Eólica,6556,59424,115612,154737,40. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica)
Solar,21,6353,41752,84710,40. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica)
Outros,490,490,490,490,40. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica)
Pot. Compl.,0,440,25548,53603,40. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica)
GD,17,13669,27728,49888,40. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica)
Hidro,95237,138778,159327,161573,47. Frota de veículos leves integralmente elétrica em 2050
Gás Natural,11242,16960,24360,24591,47. Frota de veículos leves integralmente elétrica em 2050
Carvão,3174,2251,340,0,47. Frota de veículos leves integralmente elétrica em 2050
Nuclear,1990,3395,3395,3395,47. Frota de veículos leves integralmente elétrica em 2050
Óleos Comb,5184,0,0,0,47. Frota de veículos leves integralmente elétrica em 2050
Biomassa,12000,25096,25096,25096,47. Frota de veículos leves integralmente elétrica em 2050
Eólica,6556,44308,98134,149797,47. Frota de veículos leves integralmente elétrica em 2050
Solar,21,2170,4719,27404,47. Frota de veículos leves integralmente elétrica em 2050
Outros,490,490,490,490,47. Frota de veículos leves integralmente elétrica em 2050
Pot. Compl.,0,12119,31557,62958,47. Frota de veículos leves integralmente elétrica em 2050
GD,17,13669,27728,49888,47. Frota de veículos leves integralmente elétrica em 2050
Hidro,95237,132780,135150,135224,4. Potencial Hidrelétrico Inventariado sem áreas de interferência
Gás Natural,11242,17501,25627,33004,4. Potencial Hidrelétrico Inventariado sem áreas de interferência
Carvão,3174,2251,340,0,4. Potencial Hidrelétrico Inventariado sem áreas de interferência
Nuclear,1990,3395,3395,3395,4. Potencial Hidrelétrico Inventariado sem áreas de interferência
Óleos Comb,5184,0,0,0,4. Potencial Hidrelétrico Inventariado sem áreas de interferência
Biomassa,12000,13395,13395,13395,4. Potencial Hidrelétrico Inventariado sem áreas de interferência
Eólica,6556,52747,108782,151651,4. Potencial Hidrelétrico Inventariado sem áreas de interferência
Solar,21,6353,32083,75041,4. Potencial Hidrelétrico Inventariado sem áreas de interferência
Outros,490,490,490,490,4. Potencial Hidrelétrico Inventariado sem áreas de interferência
Pot. Compl.,0,13711,39165,67316,4. Potencial Hidrelétrico Inventariado sem áreas de interferência
GD,17,13669,27728,49888,4. Potencial Hidrelétrico Inventariado sem áreas de interferência
Hidro,95237,137436,168840,168947,49. Capacidade Instalada Total de Eólica e de PV Solar limitada a 50 GW (cada uma) no horizonte
Gás Natural,11242,19026,39159,61308,49. Capacidade Instalada Total de Eólica e de PV Solar limitada a 50 GW (cada uma) no horizonte
Carvão,3174,2251,340,0,49. Capacidade Instalada Total de Eólica e de PV Solar limitada a 50 GW (cada uma) no horizonte
Nuclear,1990,3395,3395,3395,49. Capacidade Instalada Total de Eólica e de PV Solar limitada a 50 GW (cada uma) no horizonte
Óleos Comb,5184,0,0,0,49. Capacidade Instalada Total de Eólica e de PV Solar limitada a 50 GW (cada uma) no horizonte
Biomassa,12000,25096,27520,28546,49. Capacidade Instalada Total de Eólica e de PV Solar limitada a 50 GW (cada uma) no horizonte
Eólica,6556,34925,34727,48212,49. Capacidade Instalada Total de Eólica e de PV Solar limitada a 50 GW (cada uma) no horizonte
Solar,21,11170,27000,47000,49. Capacidade Instalada Total de Eólica e de PV Solar limitada a 50 GW (cada uma) no horizonte
Outros,490,490,490,490,49. Capacidade Instalada Total de Eólica e de PV Solar limitada a 50 GW (cada uma) no horizonte
Pot. Compl.,0,10427,22034,42547,49. Capacidade Instalada Total de Eólica e de PV Solar limitada a 50 GW (cada uma) no horizonte
GD,17,13669,27728,49888,49. Capacidade Instalada Total de Eólica e de PV Solar limitada a 50 GW (cada uma) no horizonte
Hidro,95237,127799,130170,130244,7. Sobrecusto de 100% no CAPEX de PCH
Gás Natural,11242,17926,26052,33714,7. Sobrecusto de 100% no CAPEX de PCH
Carvão,3174,2251,340,0,7. Sobrecusto de 100% no CAPEX de PCH
Nuclear,1990,3395,3395,3395,7. Sobrecusto de 100% no CAPEX de PCH
Óleos Comb,5184,0,0,0,7. Sobrecusto de 100% no CAPEX de PCH
Biomassa,12000,14509,14509,14509,7. Sobrecusto de 100% no CAPEX de PCH
Eólica,6556,56601,114894,155993,7. Sobrecusto de 100% no CAPEX de PCH
Solar,21,6353,33577,76536,7. Sobrecusto de 100% no CAPEX de PCH
Outros,490,490,490,490,7. Sobrecusto de 100% no CAPEX de PCH
Pot. Compl.,0,16764,41559,69829,7. Sobrecusto de 100% no CAPEX de PCH
GD,17,13669,27728,49888,7. Sobrecusto de 100% no CAPEX de PCH
Hidro,95237,131903,146789,152422,53. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Gás Natural,11242,13958,21359,21590,53. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Carvão,3174,2251,340,0,53. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Nuclear,1990,3395,3395,3395,53. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Óleos Comb,5184,0,0,0,53. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Biomassa,12000,25096,25096,25096,53. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
