PAIS,PRODUTO,DADO_TIPO,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021 Provisional
France,Total,Total energy supply (PJ),6639.192669,7008.600192,7542.087457,7299.997708,6906.811217,7372.866174,7235.6508,7715.435237,8038.210143,8029.197094,7842.295214,7652.390825,7851.939118,8134.126503,8533.569405,8666.137992,8882.029982,8843.873639,9208.050329,9371.877472,9905.767448,9735.679427,9897.031234,9522.130717,9917.828397,10479.49808,10158.57227,10454.33921,10437.21358,10539.88096,10900.45964,10927.44722,11203.67482,11366.22493,11415.65801,11230.9137,11107.92328,11157.60337,10674.99623,11005.60826,10791.89566,10786.18598,10833.53133,10412.50781,10568.79897,10369.42753,10361.90075,10296.57598,10148.42609,9138.973739,9860.160339
Germany,"Coal, peat and oil shale",Total energy supply (PJ),5934.814389,5764.670658,5836.267374,5789.272177,5270.946094,5562.264321,5359.10871,5464.372729,5778.808095,5904.114837,6001.667582,5877.410363,5869.995503,6054.098402,6077.02402,5876.330876,5794.794194,5730.881105,5689.381912,5383.859648,4802.236154,4373.088865,4112.997334,4008.984113,3836.257545,3801.430851,3638.339981,3550.989914,3380.249104,3551.103833,3621.46644,3521.974507,3547.702791,3580.912647,3429.022795,3605.366582,3605.272199,3357.860136,3017.06868,3305.373201,3269.956813,3355.786356,3418.076189,3332.761966,3324.712872,3233.590294,2989.975131,2914.565826,2360.782475,1864.959952,2243.591531
Germany,"Crude, NGL and feedstocks",Total energy supply (PJ),5139.300823,5340.767432,5665.516394,5289.684767,4678.701899,5223.555161,5230.437427,5117.927322,5580.706346,5223.461079,4545.861325,4300.199591,3951.130186,3941.337567,3829.910302,3847.153156,3768.104806,4075.846714,3903.591965,3969.391258,3953.069847,4323.296186,4425.936589,4651.797986,4438.385942,4491.504489,4369.352586,4662.997132,4582.971031,4605.754512,4585.553888,4602.817166,4695.12334,4843.211147,4993.125818,4856.2886,4766.495389,4665.329624,4341.780871,4092.457592,3999.350705,4068.933512,3999.26992,3935.137929,4025.59713,4056.98531,4015.178094,3789.359678,3767.17977,3625.976901,3615.435581
Germany,Oil products,Total energy supply (PJ),746.2293994,895.8501989,978.7923984,766.092998,1066.027198,1138.426001,1114.078599,1402.641401,1023.253602,799.7971985,834.0652019,764.0423996,1001.755401,1004.737198,1200.007201,1422.2946,1385.970601,1132.274001,970.3770015,1115.165798,1383.978798,1085.973599,1015.5564,771.7701983,997.9212009,1070.634001,1199.031401,928.2587984,794.1979983,619.8183979,764.1807985,528.5828008,319.3788006,123.8532017,-104.4419994,25.68940093,-388.8359997,-38.32700134,-11.95600193,291.1531995,237.3951983,152.4461986,319.8351995,293.0825984,213.2444003,189.5253996,295.7676016,314.836399,405.1476009,323.0125997,217.9411275
Germany,Natural gas,Total energy supply (PJ),703.7415018,923.6556002,1199.523601,1516.168798,1616.022902,1707.920101,1805.2083,1970.496,2151.627301,2143.985399,2046.918599,1901.888102,1973.065498,2059.307101,2042.127899,2092.2363,2277.0846,2224.660501,2307.246299,2301.912902,2416.796098,2378.109601,2498.995802,2561.852699,2817.611998,3151.051199,3012.3306,3045.006899,3014.318702,3008.348099,3164.841899,3163.993201,3176.748898,3189.7395,3256.581599,3319.974901,3202.702202,3230.635501,3045.122999,3177.985499,2913.843599,2923.195499,3060.6435,2653.3602,2727.881999,2944.589398,3154.363553,3079.475785,3166.075318,3123.350715,3224.348494
Germany,Nuclear,Total energy supply (PJ),67.81090749,103.8763628,132.0654549,157.7345457,263.3236362,322.178183,450.0545436,478.6145444,568.3229099,606.7774538,716.1364562,813.9420009,853.8533627,1141.461636,1516.052271,1427.355365,1551.073911,1715.774635,1768.518635,1667.566274,1606.486544,1733.051272,1672.717818,1644.706727,1670.994636,1746.303093,1858.840634,1763.389093,1854.58909,1850.247273,1868.781818,1798.276362,1800.735546,1822.527274,1778.781817,1824.752726,1533.098182,1619.945456,1471.985456,1533.338182,1177.865456,1085.01818,1061.345456,1059.589089,1001.30182,923.2799982,832.6254535,829.1454565,818.9563638,702.3490894,754.1454534
Germany,Renewables and waste,Total energy supply (PJ),154.7810011,160.5544016,159.5997986,204.2920004,201.3577988,192.5528035,207.7977964,212.9328019,216.4992019,250.8854029,264.0909971,278.9791993,269.002796,283.610403,280.5595991,244.9652049,241.7118017,259.8258035,244.9730007,264.3118006,255.4761998,273.116394,280.359805,295.4253977,310.3853993,324.7091999,368.4293942,402.3180065,394.9573986,446.503999,497.5156437,538.1523937,627.7781579,723.2598066,854.3376247,1038.770942,1200.166413,1269.790163,1285.100637,1451.278514,1495.778257,1666.422512,1716.118861,1713.555141,1811.938217,1815.670795,1924.289651,1949.615076,2022.328735,2083.169374,2064.20945
Germany,Electricity,Total energy supply (PJ),25.31879796,46.1052007,41.62320199,25.28279985,30.16799996,4.564801051,23.15160142,13.77000001,6.886800331,25.72920066,34.33320026,28.31040054,42.29999821,15.23880063,9.118800158,21.94200141,26.69040201,6.778801825,3.171601483,3.347999741,-2.069999975,-19.15200162,3.131998542,8.413198754,17.36639841,-18.95760013,-8.456398157,-2.296798931,3.743999845,11.00520058,13.16520001,35.99280172,-11.76839979,-9.435598567,-16.4375987,-61.11719819,-59.59800106,-72.35999967,-44.18279798,-53.8379984,-13.55399882,-73.95120138,-115.8947982,-121.9860019,-173.8151988,-181.8899994,-188.8524008,-175.4495999,-117.6011998,-68.50440067,-66.8663989
Germany,Heat,Total energy supply (PJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.126001746,-0.126001746,-0.126001746,-0.126001746,-0.126001746,-0.1219991652,-0.1219991652,-0.1219991652,-0.1219991652,-0.1219991652,-0.1409988636,-0.1409988636,-0.1589979168,-0.1450014444,-0.1830008412,-0.1460020896,-0.1440007992,-0.152001774,-0.152001774,-0.152001774,-0.2160011988,-0.2519993052,-0.237998646,-0.2199995928,-0.2449989756,-0.2389992912,-0.2659999644,-0.237998646,-0.25099866,-0.1589979168,-0.1409988636,-0.1450014444,-0.13000014,-0.1240004556,0.0,0.0,0.0,0.0
Germany,Total,Total energy supply (PJ),12771.99682,13235.47985,14013.38823,13748.52808,13126.54754,14151.46136,14189.83697,14660.7548,15326.10425,14954.75057,14443.07335,13964.77206,13961.10274,14499.6651,14954.6741,14932.15151,15045.30431,15145.91556,14887.13841,14705.43369,14415.85164,14147.36192,14009.57374,13942.80932,14088.78212,14566.51623,14437.72319,14350.48004,14024.88132,14092.63731,14515.35369,14189.63723,14155.54713,14273.85198,14190.71806,14609.48795,13859.08039,14032.62888,13104.68084,13797.48219,13080.39804,13177.60006,13459.23532,12865.35993,12930.71624,12981.62118,13023.22308,12701.54863,12422.86906,11654.31423,12052.80525
Greece,"Coal, peat and oil shale",Total energy supply (PJ),67.93224933,77.69294035,88.09822273,96.91611339,116.3263945,137.2421694,141.605175,127.5231538,144.9480083,136.6574241,151.8674028,165.4292687,205.0194987,220.6831298,254.130265,260.0419135,283.4940016,310.1858104,334.222405,337.7194841,325.2556024,342.3293142,341.8977724,354.8851967,351.2347299,332.7967368,357.6401446,373.5668071,358.4954534,378.3935763,389.7037475,375.9856052,372.8011,381.0469398,374.7885531,352.8381404,369.9477749,348.3641719,352.7621834,329.2089925,330.2119865,340.6237752,292.2685421,279.9737653,234.7276457,182.9415645,201.6628909,191.0884409,133.8138208,76.6657006,70.23916356
Greece,"Crude, NGL and feedstocks",Total energy supply (PJ),230.192596,287.3880815,538.6122007,477.1847606,495.5659723,461.1973811,446.1076933,495.8511437,660.1374033,599.682536,669.317402,634.5249181,591.4886041,533.4535062,502.6771056,663.1318236,676.4286525,649.8768963,659.6934602,663.185511,603.5145549,647.8729599,562.9023856,657.7916733,704.0566967,790.0748795,775.4222602,797.7565731,721.3191369,852.9177552,835.0619785,833.8736391,853.6507048,826.1876791,837.3893662,889.135857,895.452432,845.2381132,823.4980327,864.7977207,757.5330435,931.288438,980.9752577,1070.901969,1096.484891,1163.357713,1224.253463,1256.024877,1150.133931,1104.580337,1169.435502
Greece,Oil products,Total energy supply (PJ),37.34540189,28.77500136,-159.2070014,-130.1223987,-146.3042007,-90.78359857,-40.89719831,-51.1573997,-198.6018,-142.3735994,-240.2279998,-207.1688009,-174.2121995,-110.9278006,-56.55080196,-263.8937988,-247.5094018,-196.5773985,-145.1796011,-157.8162009,-83.24539915,-120.8040013,-46.49299886,-127.4332004,-166.022802,-209.1062007,-187.6542014,-192.4635995,-116.5699993,-229.9469984,-188.5546021,-169.8087996,-164.5941988,-134.2168003,-127.6877997,-181.536399,-229.3969994,-158.9117985,-162.4515997,-284.7669981,-236.9405998,-423.3587992,-548.9682002,-621.3939996,-627.1414,-687.8798017,-766.8437498,-822.377038,-703.4240545,-718.4515389,-776.8243776
Greece,Natural gas,Total energy supply (PJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.037498279,2.893501667,3.184199564,2.991598391,4.099501033,4.680000853,5.613301375,5.661001588,5.783398499,5.713198423,5.279399888,3.893401616,1.991698441,1.836899885,2.063698841,7.159499176,30.37229905,50.99400145,71.36550069,70.46550197,75.40829989,84.83490102,93.31379904,98.53830161,115.0218002,140.8500019,146.7954003,124.3898992,135.4221004,166.3101002,153.3248991,135.4968013,104.012999,112.0770019,146.1077979,175.999176,172.3803866,187.9560153,206.3463333,228.1240991
Greece,Nuclear,Total energy supply (PJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece,Renewables and waste,Total energy supply (PJ),28.3872032,28.47720265,26.84280153,27.28920234,26.09400073,25.60440052,25.75920326,29.59680321,31.67760094,31.09800128,31.10520258,31.65960189,27.26400199,29.14320111,28.93800186,30.48599998,30.94560176,29.45520145,28.38760094,46.24959924,51.48359747,50.48260058,50.55740195,52.55859605,55.52980054,59.19959773,59.06980274,59.03219691,63.47839847,63.7924001,59.26479877,62.52159744,68.65819858,69.93840479,72.40110148,77.66597736,73.77766271,73.67488095,80.65888203,93.06067767,93.22616094,105.5826931,112.7363894,105.5794399,122.4336043,115.5097047,109.6932891,119.1665857,119.7844527,123.3633796,140.1577983
Greece,Electricity,Total energy supply (PJ),-0.0179990532,-0.0215997012,0.1619998524,0.1440007992,0.0288009972,-0.0395987544,0.1511979084,0.453597912,0.6372016524,2.217601422,1.112399266,2.599198934,6.778801825,9.219601555,2.660401577,4.633200803,2.214000774,1.108798618,1.407597973,2.55960018,2.318398632,2.177998481,2.912400882,1.375200515,2.86920148,4.859999759,8.258400198,5.796000767,0.590401602,-0.0395987544,8.999999708,10.42560092,7.534799741,10.15200192,13.60800016,15.12720148,15.67800014,20.20679889,15.72119954,20.54160054,11.63520094,6.426001123,6.79320023,31.74839973,34.58880021,31.66560157,22.45320131,22.60079857,35.79840023,31.91039958,13.26011476
Greece,Heat,Total energy supply (PJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece,Total,Total energy supply (PJ),363.8394514,422.3116219,494.5082234,471.4116742,491.7109637,533.2207536,572.726067,602.267303,638.7984184,627.2819593,613.1744027,630.0816892,659.2322088,684.7558376,734.8465788,698.4986402,750.2528598,799.6626013,884.1924646,897.6813964,905.0399611,927.338276,915.670351,941.1691646,949.5045224,979.8887036,1019.89591,1074.060273,1078.307388,1136.482631,1174.941429,1188.405935,1222.885497,1246.422024,1269.037519,1268.252582,1266.308881,1275.367567,1234.578597,1158.264098,1121.975897,1113.887003,979.3019864,970.8225775,973.1705392,951.7025756,967.2182661,938.8840427,924.0625697,824.4146237,844.3922958
Hungary,"Coal, peat and oil shale",Total energy supply (PJ),328.8517287,323.4724318,331.0038067,317.9728648,306.1490192,315.8045169,317.7098459,361.7409686,356.4944142,352.6510155,347.5120577,356.4951511,340.9719495,340.629419,336.2277189,325.6173671,327.2613267,307.5224236,292.6608327,260.7597781,249.9912364,220.8289602,204.04047,198.2946438,193.4793298,198.7614302,190.8233704,179.1583929,174.0295629,161.1118572,151.8659207,151.6716616,156.9454888,141.4787839,127.1112438,128.6297669,130.9875842,127.5576907,107.2971249,113.8722933,113.0793176,108.3837209,94.29381588,92.42766282,98.60692745,91.7212115,93.69372183,88.62355728,77.01027843,70.48968912,57.01889876
Hungary,"Crude, NGL and feedstocks",Total energy supply (PJ),280.1362215,301.6936695,332.0779805,361.1885915,403.7356193,415.0243207,426.5142815,451.000459,453.643008,418.0715617,409.9556592,384.1814588,368.7091101,383.5178301,376.3164085,385.4198012,371.5751506,401.8500186,379.6830437,351.0496859,330.3539107,322.8362098,333.3707094,305.3514003,335.340222,306.289859,313.9270218,320.3103301,312.5852403,309.7038385,309.9541254,281.3718718,294.3229086,292.2757016,321.5246989,325.1385981,328.226225,319.1952513,291.7836018,290.8611995,301.0702006,284.4387991,273.4719998,301.7980004,299.6016009,299.1604001,294.5347984,314.0721991,302.9733984,297.497399,294.6335985
Hungary,Oil products,Total energy supply (PJ),13.12759836,7.315001114,9.109601759,13.92039824,7.670200853,8.629999632,33.58699946,54.20680105,17.51780147,33.74959802,27.68379986,27.05979919,12.89879811,11.32999996,28.10680064,-3.627598432,17.33019934,-30.735998,-15.48039992,-1.487398381,-12.81039801,-16.08380154,-6.06499848,-11.44540073,-29.53140121,-23.23679862,-19.49819974,-24.89619911,-28.54620111,-32.08019944,-42.21079844,-19.54600044,-39.02120209,-30.91960174,-27.85519908,-17.3108019,-23.46999919,-26.40299913,-10.86719946,-16.72979966,-40.57259989,-38.11740176,-35.70920045,-34.46340137,-13.54940171,-15.79940059,12.33659879,11.91219962,27.49000126,11.16140171,42.47589824
Hungary,Natural gas,Total energy supply (PJ),136.2807001,147.0941996,174.6719981,186.0317997,206.6526019,248.1381001,267.4062017,292.8285015,309.3192014,333.7902017,341.4275989,356.5764001,355.4856005,362.0366991,369.6021001,392.0490003,389.2185016,384.9777003,392.2137006,373.172398,370.0421998,325.2960009,350.0558987,353.5065002,384.133499,428.6223019,406.4894996,409.3137013,414.7047004,404.3088006,448.4331006,452.6163,497.6450995,490.3677001,506.3490004,479.6721008,448.1900988,442.1609979,383.1714017,410.9552996,391.6305003,350.726398,322.5537013,292.3064997,313.5851989,336.1040995,357.6294012,346.4072993,354.383999,366.9470995,388.7505011
Hungary,Nuclear,Total energy supply (PJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.97818171,41.08363651,70.69091091,80.98909076,119.8472714,146.672727,151.5381822,149.7927262,149.7381806,152.3345451,150.5018194,153.2618166,153.01091,155.4159084,153.09218,152.8609095,154.5335445,155.296907,154.7318188,152.8175469,120.793819,130.6148167,151.5853632,147.4412728,160.6527286,162.2049093,168.7926381,172.4401825,171.6170911,172.8152737,168.177727,171.4943634,173.3365471,175.7835474,176.2515438,172.2527269,178.2722735,175.6494526,174.8243641
Hungary,Renewables and waste,Total energy supply (PJ),23.04060098,23.40700041,27.15459672,26.36659909,20.06780132,23.24299927,21.66040143,20.17280208,23.40260008,21.98620146,24.29680008,23.48840017,23.48700178,29.33059809,26.02500226,22.52639914,22.91940149,19.76139874,21.20680351,31.72779649,34.15839717,34.40679583,35.32360036,35.56959998,37.45180104,37.11419842,36.38459828,36.23399909,36.54559749,35.97779623,37.65519997,37.72499811,38.73300371,40.89959735,73.35739591,74.48299615,81.95060194,86.28207263,109.5305482,119.9666622,125.0515978,127.3602747,134.8366309,125.9694951,133.8677844,135.0373963,133.9364982,128.0897073,130.4409012,135.3852943,143.5410048
Hungary,Electricity,Total energy supply (PJ),15.64559849,15.80400188,16.78319811,16.77240035,14.84640117,14.81760018,15.99479855,16.387198,22.05360056,26.58960062,28.74239875,31.46759943,32.67359879,36.96840149,38.90519842,37.85759826,38.20679831,40.65119869,39.90240207,40.12920103,26.46359887,12.4811983,8.906399608,7.32239919,8.65800095,7.909200144,7.736398348,2.663998038,3.826798002,12.38400174,11.41559909,15.32159879,24.98039985,26.88479932,22.41719902,25.94520185,14.34959967,14.05080032,19.84680108,18.70200017,23.91480063,28.68120029,42.75720096,48.20400167,49.26960089,45.75960129,46.36080065,51.65279862,45.30239855,42.03720115,45.9180005
Hungary,Heat,Total energy supply (PJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hungary,Total,Total energy supply (PJ),797.0824439,818.7863043,890.8011735,922.2526579,959.1216438,1025.657533,1082.872533,1196.336739,1182.430626,1186.838187,1179.618314,1179.268813,1161.204241,1204.896588,1245.874144,1240.831654,1286.358649,1270.699469,1261.724565,1205.144187,1147.937125,1052.099909,1076.133899,1041.860959,1082.542353,1110.876104,1088.95486,1075.645128,1067.679243,1046.703006,1071.844958,1071.977972,1094.399526,1091.601801,1174.489702,1163.999135,1140.886835,1125.048727,1069.554916,1110.067838,1085.790912,1034.288257,1000.381884,997.7366259,1054.718254,1067.766856,1114.743371,1113.010492,1115.873246,1099.167525,1147.16227
Iceland,"Coal, peat and oil shale",Total energy supply (PJ),0.02637684,0.02637684,0.02637684,0.0,0.0,0.0,0.0,0.0,0.57610368,0.7335315468,1.31549256,1.28199816,1.8128844,2.537623667,2.72142,3.016174907,2.435767196,2.489856466,2.585315506,2.686142023,2.727750442,1.930855864,1.886697684,2.818319299,2.303305218,2.67807406,2.346990289,2.76360201,2.403093409,4.086542887,3.869042814,4.029058123,3.797758357,4.304038774,4.161963902,3.722823011,4.460851181,3.91088988,3.575669551,3.773403742,3.798687827,3.878701762,4.086090713,3.631772671,3.893878912,4.055828522,4.073898751,4.713059826,4.446657929,3.88858261,4.321949904
Iceland,"Crude, NGL and feedstocks",Total energy supply (PJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iceland,Oil products,Total energy supply (PJ),20.04559872,19.32340084,24.14819799,24.01820203,22.06199928,21.12979989,23.70119847,23.75460111,25.6241999,24.08200049,22.14200066,19.36959799,18.66959853,20.61239933,18.97520143,20.99719975,23.34400163,22.49800007,22.90460116,24.53260065,21.47359897,23.29880094,25.48140071,24.87619877,24.77479866,27.94060143,26.64320003,26.29440191,26.12139915,25.45499875,25.05240025,25.99800159,25.95679929,26.69820202,26.77399985,28.20519881,26.60720192,24.70559923,23.86939897,22.33919894,21.07180015,20.57740187,21.55100034,23.20600051,23.43560044,23.92586635,22.55714281,23.39425998,23.29371816,22.16046863,23.2717249
Iceland,Natural gas,Total energy supply (PJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iceland,Nuclear,Total energy supply (PJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iceland,Renewables and waste,Total energy supply (PJ),17.709402,19.21340105,22.66419929,22.22600043,24.22520161,25.74780261,28.33060185,29.69439752,35.37699881,37.85619987,45.90399984,48.63800117,51.4977991,52.37739972,52.44340044,53.42739892,55.1072017,57.4375997,59.02739883,67.82639865,62.73939897,59.54199842,63.72660035,64.6819988,65.3791973,69.00519637,68.45919997,74.63359954,88.06320015,101.0556025,97.43180154,100.0492047,100.3368044,97.70340345,99.83140735,130.0477983,161.3084024,188.737201,198.0844037,200.5852002,217.6761993,212.3002016,221.2400998,219.1626012,206.8941929,192.9570767,206.0301127,226.9695514,223.8687696,221.2673223,220.8570704
Iceland,Electricity,Total energy supply (PJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iceland,Heat,Total energy supply (PJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iceland,Total,Total energy supply (PJ),37.78138594,38.56317454,46.8387783,46.24420665,46.28720508,46.8776025,52.0318045,53.44899862,61.57730238,62.6717319,69.36148887,69.28960151,71.98028621,75.52742272,74.14002187,77.44077357,80.88697052,82.42545624,84.51731131,95.04514133,86.94075257,84.77165522,91.09469875,92.37651687,92.45730118,99.62386767,97.44939448,103.6916035,116.5876927,130.5971442,126.3532488,130.0762602,130.0913662,128.7056442,130.7673753,161.9758244,192.3764555,217.3536943,225.5294722,226.6978029,242.5466873,236.7563052,246.877195,246.0003702,234.2236764,220.9387716,232.6611417,255.0768753,251.6091457,247.3163694,248.4507494
Ireland,"Coal, peat and oil shale",Total energy supply (PJ),86.49633212,80.35207752,66.37290497,76.6949747,69.60677255,73.00484223,77.77182385,65.03806102,83.65499798,79.8706332,85.12569522,89.76348057,97.5787666,94.29961041,108.2628145,120.2392899,154.209369,155.7509445,159.1704171,142.1889866,140.8747794,137.0770964,130.3773916,123.919575,121.4503218,123.8006866,121.4520049,120.946319,102.0124873,108.9098258,114.6723657,111.9256658,105.8066911,98.72052371,111.7589683,99.86227244,98.42421131,96.99759689,86.11734298,81.80615734,82.04490961,98.43268121,85.33004036,84.38456463,93.67569766,90.56479222,77.38074742,61.63096041,43.71388894,42.90867519,54.64704726
Ireland,"Crude, NGL and feedstocks",Total energy supply (PJ),125.3310709,117.6645,120.2342992,117.1933719,110.2120797,83.22917949,98.43382839,96.42246873,99.46043175,87.02290177,31.41510952,20.50203947,50.89253017,52.83538959,56.0486288,65.72722086,64.53392006,60.12308858,64.01203963,77.94988008,77.2648568,84.68609378,81.41050056,98.94116388,95.96747243,92.0980235,125.0612567,129.9278507,120.8244454,141.4144286,144.7450448,136.9957092,138.094673,125.9871885,141.7214383,134.6267424,145.096648,136.1412043,120.1520579,124.3746718,125.8571842,130.8182826,120.3914089,117.4228253,144.0673358,136.9262711,136.1894529,129.7782731,114.8978416,121.6730386,129.6205815
Ireland,Oil products,Total energy supply (PJ),67.86619837,78.66840195,100.1282012,101.2593992,96.59839807,127.7073981,123.9448005,139.7024,152.5360013,144.0233995,179.2513985,161.5703998,118.0369996,118.8391988,110.7065994,124.9445999,108.9049984,95.56739857,87.51599795,109.3890009,112.9390012,105.4362011,112.5336017,120.2253981,124.491002,142.0526016,130.7705991,153.078598,198.7521983,173.4846007,182.7977981,187.3071995,177.3648013,211.6016005,189.272048,189.9323775,181.2671459,174.3475504,186.3901772,168.3655594,134.1656417,115.2420594,133.2986727,126.5427475,112.7739952,134.5788538,117.9766887,132.6450504,148.1183495,120.5919482,126.8776036
Ireland,Natural gas,Total energy supply (PJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.36080153,30.88349896,47.06729803,69.2694002,74.06640118,78.55380086,83.24189898,56.82510017,56.53979905,68.11110105,77.1461987,78.41700136,80.36099959,79.48710138,90.28350206,91.84140197,97.71840057,110.9997005,116.0451002,117.3428993,125.4851996,143.8559987,150.0452991,154.0178982,152.9252983,152.6056948,146.3473038,165.7210635,177.9286921,189.1555419,178.737653,196.8555402,173.2210667,168.7852736,161.3101901,156.2609638,157.3803592,177.7996005,180.5586598,187.8869163,190.9223296,190.6946765,183.250027
Ireland,Nuclear,Total energy supply (PJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ireland,Renewables and waste,Total energy supply (PJ),1.677600518,2.455198135,2.318398632,2.829598538,1.875598477,2.138399726,2.696399683,2.51280013,2.973599338,3.01679874,3.103201732,2.887200533,2.822401429,2.476802023,2.998799687,3.308400986,2.451601674,3.139199838,2.491200428,7.022197256,7.023913844,6.801201205,6.722003696,7.290047786,6.47288491,7.055934491,7.565819742,9.68625391,9.28328697,9.840307216,9.789755792,10.92372126,9.840416072,11.80096472,15.3298426,17.71741554,20.00996487,24.07212802,28.29698184,28.10515104,34.04243956,35.53114841,38.91486574,44.026802,49.15812734,49.05368342,59.25659683,65.94497633,72.23237763,77.71198611,71.63515154
Ireland,Electricity,Total energy supply (PJ),-0.0972007488,-0.115199802,0.1619998524,-0.0395987544,0.003600648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0540013464,-0.464399856,-0.0431994024,0.2844009504,0.8676012564,0.352800702,-0.8999987148,1.810799374,4.197601944,5.666398373,7.35894158,6.40036116,4.789259586,1.620777269,2.749509241,1.693175414,1.764342641,1.48851207,8.071895005,7.736603501,2.424132079,-2.562292292,-2.442608428,-0.0998300592,2.320345494,-0.5466746628,5.699214511
Ireland,Heat,Total energy supply (PJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
