Fonte/Tecnologia,Ano 2015,Ano 2030,Ano 2040,Ano 2050,Cenário
Solar,5.0,545,1327,5145,52. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Outros,427.0,427,427,427,52. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Pot. Compl.,0.0,0,0,0,52. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
GD,1.0,3014,6338,11463,52. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Hidro,48809.0,70504,73062,71909,24. Expans╞o de 8.000 MW de Usinas Nucleares
Gás Natural,5804.0,4935,6904,9545,24. Expans╞o de 8.000 MW de Usinas Nucleares
Carvão,1827.0,622,285,0,24. Expans╞o de 8.000 MW de Usinas Nucleares
Nuclear,1724.0,2962,6287,10159,24. Expans╞o de 8.000 MW de Usinas Nucleares
Óleos Comb,310.0,0,0,0,24. Expans╞o de 8.000 MW de Usinas Nucleares
Biomassa,4036.0,4557,4326,4096,24. Expans╞o de 8.000 MW de Usinas Nucleares
Eólica,2886.0,23940,47141,64291,24. Expans╞o de 8.000 MW de Usinas Nucleares
Solar,5.0,1722,7488,19573,24. Expans╞o de 8.000 MW de Usinas Nucleares
Outros,427.0,427,427,427,24. Expans╞o de 8.000 MW de Usinas Nucleares
