Fonte/Tecnologia,Ano 2015,Ano 2030,Ano 2040,Ano 2050,Cenário
Hidro,65331,93741,95867,95937,10. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Gás Natural,9805,18511,31171,39168,10. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Carvão,2107,2635,1551,1551,10. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Nuclear,1652,2983,2983,2983,10. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Óleos Comb,3340,0,0,0,10. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Biomassa,3985,6645,8001,9008,10. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Eólica,594,11507,21322,38024,10. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Solar,3,1386,8560,8560,10. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Outros,452,452,452,452,10. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Pot. Compl.,0,11330,30929,55623,10. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
GD,0,904,2005,3733,10. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Hidro,62271,95882,93739,90845,27. Capacidade Instalada de GD alcança 75 GW em 2050
Gás Natural,10652,19216,32118,40196,27. Capacidade Instalada de GD alcança 75 GW em 2050
Carvão,2380,2635,1551,1551,27. Capacidade Instalada de GD alcança 75 GW em 2050
Nuclear,1652,2983,2983,2983,27. Capacidade Instalada de GD alcança 75 GW em 2050
Óleos Comb,4156,0,0,0,27. Capacidade Instalada de GD alcança 75 GW em 2050
Biomassa,4234,6645,7695,7648,27. Capacidade Instalada de GD alcança 75 GW em 2050
Eólica,1468,9853,19218,35011,27. Capacidade Instalada de GD alcança 75 GW em 2050
Solar,3,1386,11431,16332,27. Capacidade Instalada de GD alcança 75 GW em 2050
Outros,452,452,452,452,27. Capacidade Instalada de GD alcança 75 GW em 2050
Pot. Compl.,0,9691,30656,54437,27. Capacidade Instalada de GD alcança 75 GW em 2050
GD,1,1356,3007,5600,27. Capacidade Instalada de GD alcança 75 GW em 2050
Hidro,64604,91805,92191,83130,2. Matriz Elétrica com expansão 100% renovável
Gás Natural,9531,6559,1150,0,2. Matriz Elétrica com expansão 100% renovável
Carvão,2012,1689,255,0,2. Matriz Elétrica com expansão 100% renovável
Nuclear,1813,3144,3144,3144,2. Matriz Elétrica com expansão 100% renovável
Óleos Comb,3439,0,0,0,2. Matriz Elétrica com expansão 100% renovável
Biomassa,4245,14470,12586,12238,2. Matriz Elétrica com expansão 100% renovável
Eólica,1169,15484,32805,51196,2. Matriz Elétrica com expansão 100% renovável
Solar,4,1249,7575,16166,2. Matriz Elétrica com expansão 100% renovável
Outros,452,452,0,0,2. Matriz Elétrica com expansão 100% renovável
Pot. Compl.,0,14337,51131,85432,2. Matriz Elétrica com expansão 100% renovável
GD,0,904,2005,3733,2. Matriz Elétrica com expansão 100% renovável
Hidro,62944,92200,91479,94338,25. Expansão de 10.000 MW de Usinas Nucleares
Gás Natural,10261,16566,23905,29188,25. Expansão de 10.000 MW de Usinas Nucleares
Carvão,2380,1689,255,0,25. Expansão de 10.000 MW de Usinas Nucleares
Nuclear,1652,2983,7964,11285,25. Expansão de 10.000 MW de Usinas Nucleares
Óleos Comb,4040,0,0,0,25. Expansão de 10.000 MW de Usinas Nucleares
Biomassa,4235,4945,4771,4554,25. Expansão de 10.000 MW de Usinas Nucleares
Eólica,1299,15365,31070,36307,25. Expansão de 10.000 MW de Usinas Nucleares
Solar,4,1271,4155,12746,25. Expansão de 10.000 MW de Usinas Nucleares
Outros,452,452,452,452,25. Expansão de 10.000 MW de Usinas Nucleares
Pot. Compl.,0,13719,36786,62437,25. Expansão de 10.000 MW de Usinas Nucleares
GD,0,904,2005,3733,25. Expansão de 10.000 MW de Usinas Nucleares
Hidro,64860,81560,85458,86339,1. Estagnação
Gás Natural,10521,7982,8919,8190,1. Estagnação
Carvão,2107,1689,255,0,1. Estagnação
Nuclear,1652,2983,2983,2983,1. Estagnação
Óleos Comb,3482,0,0,0,1. Estagnação
Biomassa,4137,4945,7696,7686,1. Estagnação
Eólica,1264,4305,35,0,1. Estagnação
Solar,3,434,0,0,1. Estagnação
Outros,452,452,452,452,1. Estagnação
Pot. Compl.,0,0,3354,3406,1. Estagnação
GD,0,406,811,1248,1. Estagnação
Hidro,63353,94019,106995,107505,39. Potencial Hidrelétrico Inventariado com áreas de interferência
Gás Natural,9971,18948,28687,37262,39. Potencial Hidrelétrico Inventariado com áreas de interferência
Carvão,2380,1689,255,0,39. Potencial Hidrelétrico Inventariado com áreas de interferência
Nuclear,1652,2983,2983,2983,39. Potencial Hidrelétrico Inventariado com áreas de interferência
Óleos Comb,4082,0,0,0,39. Potencial Hidrelétrico Inventariado com áreas de interferência
Biomassa,4040,8923,9574,9389,39. Potencial Hidrelétrico Inventariado com áreas de interferência
Eólica,1334,9877,19607,36198,39. Potencial Hidrelétrico Inventariado com áreas de interferência
Solar,4,1386,8149,8149,39. Potencial Hidrelétrico Inventariado com áreas de interferência
Outros,452,452,452,452,39. Potencial Hidrelétrico Inventariado com áreas de interferência
Pot. Compl.,0,10914,24133,49367,39. Potencial Hidrelétrico Inventariado com áreas de interferência
GD,0,904,2005,3733,39. Potencial Hidrelétrico Inventariado com áreas de interferência
Hidro,62950,87016,83791,86840,6. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica) sem emissões
Gás Natural,10303,22037,25501,22462,6. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica) sem emissões
Carvão,2380,1689,255,0,6. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica) sem emissões
Nuclear,1652,2983,2983,2983,6. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica) sem emissões
Óleos Comb,4145,0,0,0,6. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica) sem emissões
Biomassa,4102,14511,14338,14121,6. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica) sem emissões
Eólica,1280,15933,31653,41021,6. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica) sem emissões
Solar,3,2360,9250,17842,6. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica) sem emissões
Outros,452,452,452,452,6. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica) sem emissões
Pot. Compl.,0,2209,32614,65585,6. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica) sem emissões
GD,0,904,2005,3733,6. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica) sem emissões
Hidro,63695,95449,93174,94710,45. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Gás Natural,10652,19184,33890,39178,45. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Carvão,2108,2635,1821,1551,45. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Nuclear,1652,2983,2983,2983,45. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Óleos Comb,4156,0,0,0,45. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Biomassa,4212,6645,7865,7648,45. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Eólica,338,8006,20917,37034,45. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Solar,3,1386,11431,17482,45. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Outros,452,452,452,452,45. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Pot. Compl.,0,12450,28303,50268,45. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
GD,0,904,2005,3733,45. Integração Elétrica com países da América do Sul com custo do sistema de transmissão 50% maior
Hidro,63959,95535,107592,107428,20. Redução de 45% no CAPEX de Usina Nuclear
Gás Natural,10476,18469,27644,35650,20. Redução de 45% no CAPEX de Usina Nuclear
Carvão,2380,2635,1772,1772,20. Redução de 45% no CAPEX de Usina Nuclear
Nuclear,1652,2983,2983,2983,20. Redução de 45% no CAPEX de Usina Nuclear
Óleos Comb,3820,0,0,0,20. Redução de 45% no CAPEX de Usina Nuclear
Biomassa,3951,6645,8001,8377,20. Redução de 45% no CAPEX de Usina Nuclear
Eólica,574,11015,19780,37497,20. Redução de 45% no CAPEX de Usina Nuclear
Solar,4,1386,7518,7518,20. Redução de 45% no CAPEX de Usina Nuclear
Outros,452,452,452,452,20. Redução de 45% no CAPEX de Usina Nuclear
Pot. Compl.,0,10071,25095,49629,20. Redução de 45% no CAPEX de Usina Nuclear
GD,0,904,2005,3733,20. Redução de 45% no CAPEX de Usina Nuclear
Hidro,63959,95535,107592,107428,34. UHEs em áreas de interferência com Unidades de Conservação (UC) com CAPEX dobrado
Gás Natural,10476,18469,27644,35650,34. UHEs em áreas de interferência com Unidades de Conservação (UC) com CAPEX dobrado
Carvão,2380,2635,1772,1772,34. UHEs em áreas de interferência com Unidades de Conservação (UC) com CAPEX dobrado
Nuclear,1652,2983,2983,2983,34. UHEs em áreas de interferência com Unidades de Conservação (UC) com CAPEX dobrado
Óleos Comb,3820,0,0,0,34. UHEs em áreas de interferência com Unidades de Conservação (UC) com CAPEX dobrado
Biomassa,3951,6645,8001,8377,34. UHEs em áreas de interferência com Unidades de Conservação (UC) com CAPEX dobrado
Eólica,574,11015,19780,37497,34. UHEs em áreas de interferência com Unidades de Conservação (UC) com CAPEX dobrado
Solar,4,1386,7518,7518,34. UHEs em áreas de interferência com Unidades de Conservação (UC) com CAPEX dobrado
Outros,452,452,452,452,34. UHEs em áreas de interferência com Unidades de Conservação (UC) com CAPEX dobrado
Pot. Compl.,0,10071,25095,49629,34. UHEs em áreas de interferência com Unidades de Conservação (UC) com CAPEX dobrado
GD,0,904,2005,3733,34. UHEs em áreas de interferência com Unidades de Conservação (UC) com CAPEX dobrado
Hidro,59109,92793,97325,97475,19. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Gás Natural,10147,13719,20731,22772,19. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Carvão,1638,1689,255,0,19. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Nuclear,1652,2983,2983,2983,19. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Óleos Comb,4472,0,0,0,19. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Biomassa,8451,18237,19613,19636,19. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Eólica,1408,12034,28743,39986,19. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Solar,4,434,944,9535,19. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Outros,452,452,452,452,19. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Pot. Compl.,0,6849,29789,58467,19. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
GD,0,904,2005,3733,19. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Hidro,63306,92939,104994,105721,57. Redução de 45% no CAPEX e no OPEX de Usina Nuclear
Gás Natural,10476,15878,23766,24370,57. Redução de 45% no CAPEX e no OPEX de Usina Nuclear
Carvão,2380,1689,255,0,57. Redução de 45% no CAPEX e no OPEX de Usina Nuclear
Nuclear,1813,4178,4178,4178,57. Redução de 45% no CAPEX e no OPEX de Usina Nuclear
Óleos Comb,3624,0,0,0,57. Redução de 45% no CAPEX e no OPEX de Usina Nuclear
Biomassa,4009,8551,8378,8161,57. Redução de 45% no CAPEX e no OPEX de Usina Nuclear
Eólica,1204,12450,29060,40657,57. Redução de 45% no CAPEX e no OPEX de Usina Nuclear
Solar,4,434,944,7580,57. Redução de 45% no CAPEX e no OPEX de Usina Nuclear
Outros,452,452,452,452,57. Redução de 45% no CAPEX e no OPEX de Usina Nuclear
Pot. Compl.,0,12619,28809,60188,57. Redução de 45% no CAPEX e no OPEX de Usina Nuclear
GD,0,904,2005,3733,57. Redução de 45% no CAPEX e no OPEX de Usina Nuclear
Hidro,59978,90326,92662,88278,18. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Gás Natural,10342,13625,20637,24248,18. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Carvão,2107,1689,255,0,18. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Nuclear,1652,2983,2983,2983,18. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Óleos Comb,3389,0,0,0,18. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Biomassa,8317,15951,15892,15543,18. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Eólica,1093,14246,30900,43240,18. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Solar,3,434,2382,11266,18. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Outros,452,452,452,452,18. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Pot. Compl.,0,9484,34674,65296,18. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
GD,0,904,2005,3733,18. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Hidro,63959,95535,107592,107428,28. Capacidade Instalada de GD limitada a 25 GW em 2050
Gás Natural,10476,18469,27644,35650,28. Capacidade Instalada de GD limitada a 25 GW em 2050
Carvão,2380,2635,1772,1772,28. Capacidade Instalada de GD limitada a 25 GW em 2050
Nuclear,1652,2983,2983,2983,28. Capacidade Instalada de GD limitada a 25 GW em 2050
Óleos Comb,3820,0,0,0,28. Capacidade Instalada de GD limitada a 25 GW em 2050
Biomassa,3951,6645,8001,8377,28. Capacidade Instalada de GD limitada a 25 GW em 2050
Eólica,574,11015,19780,37497,28. Capacidade Instalada de GD limitada a 25 GW em 2050
Solar,4,1386,7518,7518,28. Capacidade Instalada de GD limitada a 25 GW em 2050
Outros,452,452,452,452,28. Capacidade Instalada de GD limitada a 25 GW em 2050
Pot. Compl.,0,10071,25095,49629,28. Capacidade Instalada de GD limitada a 25 GW em 2050
GD,0,452,1002,1867,28. Capacidade Instalada de GD limitada a 25 GW em 2050
Hidro,63306,91577,102261,102358,58. Redução de 50% no CAPEX e no OPEX de Usina Nuclear
Gás Natural,10476,14835,22724,23138,58. Redução de 50% no CAPEX e no OPEX de Usina Nuclear
Carvão,2380,1689,255,0,58. Redução de 50% no CAPEX e no OPEX de Usina Nuclear
Nuclear,1813,12734,12734,12734,58. Redução de 50% no CAPEX e no OPEX de Usina Nuclear
Óleos Comb,3624,0,0,0,58. Redução de 50% no CAPEX e no OPEX de Usina Nuclear
Biomassa,4009,6834,6661,6444,58. Redução de 50% no CAPEX e no OPEX de Usina Nuclear
Eólica,1204,9917,26648,39491,58. Redução de 50% no CAPEX e no OPEX de Usina Nuclear
Solar,4,434,944,6877,58. Redução de 50% no CAPEX e no OPEX de Usina Nuclear
Outros,452,452,452,452,58. Redução de 50% no CAPEX e no OPEX de Usina Nuclear
Pot. Compl.,0,10717,28159,59812,58. Redução de 50% no CAPEX e no OPEX de Usina Nuclear
GD,0,904,2005,3733,58. Redução de 50% no CAPEX e no OPEX de Usina Nuclear
Hidro,63959,95535,107592,107428,30. Potencial Inventariado Total exceto UHEs em áreas de interferência com Unidades de Conservação (UC)
Gás Natural,10476,18469,27644,35650,30. Potencial Inventariado Total exceto UHEs em áreas de interferência com Unidades de Conservação (UC)
Carvão,2380,2635,1772,1772,30. Potencial Inventariado Total exceto UHEs em áreas de interferência com Unidades de Conservação (UC)
Nuclear,1652,2983,2983,2983,30. Potencial Inventariado Total exceto UHEs em áreas de interferência com Unidades de Conservação (UC)
Óleos Comb,3820,0,0,0,30. Potencial Inventariado Total exceto UHEs em áreas de interferência com Unidades de Conservação (UC)
Biomassa,3951,6645,8001,8377,30. Potencial Inventariado Total exceto UHEs em áreas de interferência com Unidades de Conservação (UC)
Eólica,574,11015,19780,37497,30. Potencial Inventariado Total exceto UHEs em áreas de interferência com Unidades de Conservação (UC)
Solar,4,1386,7518,7518,30. Potencial Inventariado Total exceto UHEs em áreas de interferência com Unidades de Conservação (UC)
Outros,452,452,452,452,30. Potencial Inventariado Total exceto UHEs em áreas de interferência com Unidades de Conservação (UC)
Pot. Compl.,0,10071,25095,49629,30. Potencial Inventariado Total exceto UHEs em áreas de interferência com Unidades de Conservação (UC)
GD,0,904,2005,3733,30. Potencial Inventariado Total exceto UHEs em áreas de interferência com Unidades de Conservação (UC)
Hidro,63353,94162,104818,108673,50. Eólica Offshore com 20% de redução de CAPEX
Gás Natural,9971,16006,23543,21793,50. Eólica Offshore com 20% de redução de CAPEX
Carvão,2380,1689,255,0,50. Eólica Offshore com 20% de redução de CAPEX
Nuclear,1652,2983,2983,2983,50. Eólica Offshore com 20% de redução de CAPEX
Óleos Comb,4082,0,0,0,50. Eólica Offshore com 20% de redução de CAPEX
Biomassa,4040,8462,8289,7942,50. Eólica Offshore com 20% de redução de CAPEX
Eólica,1334,12519,31053,42667,50. Eólica Offshore com 20% de redução de CAPEX
Solar,4,434,944,9073,50. Eólica Offshore com 20% de redução de CAPEX
Outros,452,452,452,452,50. Eólica Offshore com 20% de redução de CAPEX
Pot. Compl.,0,12482,28499,57724,50. Eólica Offshore com 20% de redução de CAPEX
GD,0,904,2005,3733,50. Eólica Offshore com 20% de redução de CAPEX
Hidro,59945,92663,102470,106012,54. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Gás Natural,9818,13011,18349,18379,54. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Carvão,2380,1689,255,0,54. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Nuclear,1652,2983,2983,2983,54. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Óleos Comb,3810,0,0,0,54. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Biomassa,8227,18237,19613,20268,54. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Eólica,1047,12544,25823,41931,54. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Solar,2,434,944,4273,54. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Outros,452,452,452,452,54. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Pot. Compl.,0,7177,29946,57009,54. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
GD,0,904,2005,3733,54. Repotenciação e aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Hidro,63695,95449,93174,94710,9. Integração Elétrica com países da América do Sul
Gás Natural,10652,19184,33890,39178,9. Integração Elétrica com países da América do Sul
Carvão,2108,2635,1821,1551,9. Integração Elétrica com países da América do Sul
Nuclear,1652,2983,2983,2983,9. Integração Elétrica com países da América do Sul
Óleos Comb,4156,0,0,0,9. Integração Elétrica com países da América do Sul
Biomassa,4212,6645,7865,7648,9. Integração Elétrica com países da América do Sul
Eólica,338,8006,20917,37034,9. Integração Elétrica com países da América do Sul
Solar,3,1386,11431,17482,9. Integração Elétrica com países da América do Sul
Outros,452,452,452,452,9. Integração Elétrica com países da América do Sul
Pot. Compl.,0,12450,28303,50268,9. Integração Elétrica com países da América do Sul
GD,0,904,2005,3733,9. Integração Elétrica com países da América do Sul
Hidro,63959,95535,107592,107428,15. Eólica Offshore com 20% de redução de CAPEX
Gás Natural,10476,18469,27644,35650,15. Eólica Offshore com 20% de redução de CAPEX
Carvão,2380,2635,1772,1772,15. Eólica Offshore com 20% de redução de CAPEX
Nuclear,1652,2983,2983,2983,15. Eólica Offshore com 20% de redução de CAPEX
Óleos Comb,3820,0,0,0,15. Eólica Offshore com 20% de redução de CAPEX
Biomassa,3951,6645,8001,8377,15. Eólica Offshore com 20% de redução de CAPEX
Eólica,574,11015,19780,37497,15. Eólica Offshore com 20% de redução de CAPEX
Solar,4,1386,7518,7518,15. Eólica Offshore com 20% de redução de CAPEX
Outros,452,452,452,452,15. Eólica Offshore com 20% de redução de CAPEX
Pot. Compl.,0,10071,25095,49629,15. Eólica Offshore com 20% de redução de CAPEX
GD,0,904,2005,3733,15. Eólica Offshore com 20% de redução de CAPEX
Hidro,63959,95535,107592,107428,35. UHEs com interferência após 2040
Gás Natural,10476,18469,27644,35650,35. UHEs com interferência após 2040
Carvão,2380,2635,1772,1772,35. UHEs com interferência após 2040
Nuclear,1652,2983,2983,2983,35. UHEs com interferência após 2040
Óleos Comb,3820,0,0,0,35. UHEs com interferência após 2040
Biomassa,3951,6645,8001,8377,35. UHEs com interferência após 2040
Eólica,574,11015,19780,37497,35. UHEs com interferência após 2040
Solar,4,1386,7518,7518,35. UHEs com interferência após 2040
Outros,452,452,452,452,35. UHEs com interferência após 2040
Pot. Compl.,0,10071,25095,49629,35. UHEs com interferência após 2040
GD,0,904,2005,3733,35. UHEs com interferência após 2040
Hidro,63959,95535,107592,107428,40. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica)
Gás Natural,10476,18469,27644,35650,40. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica)
Carvão,2380,2635,1772,1772,40. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica)
Nuclear,1652,2983,2983,2983,40. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica)
Óleos Comb,3820,0,0,0,40. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica)
Biomassa,3951,6645,8001,8377,40. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica)
Eólica,574,11015,19780,37497,40. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica)
Solar,4,1386,7518,7518,40. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica)
Outros,452,452,452,452,40. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica)
Pot. Compl.,0,10071,25095,49629,40. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica)
GD,0,904,2005,3733,40. Efeitos das Mudanças Climáticas (redução de disponibilidade hídrica)
Hidro,63695,95449,93174,94710,47. Frota de veículos leves integralmente elétrica em 2050
Gás Natural,10652,19184,33890,39178,47. Frota de veículos leves integralmente elétrica em 2050
Carvão,2108,2635,1821,1551,47. Frota de veículos leves integralmente elétrica em 2050
Nuclear,1652,2983,2983,2983,47. Frota de veículos leves integralmente elétrica em 2050
Óleos Comb,4156,0,0,0,47. Frota de veículos leves integralmente elétrica em 2050
Biomassa,4212,6645,7865,7648,47. Frota de veículos leves integralmente elétrica em 2050
Eólica,338,8006,20917,37034,47. Frota de veículos leves integralmente elétrica em 2050
Solar,3,1386,11431,17482,47. Frota de veículos leves integralmente elétrica em 2050
Outros,452,452,452,452,47. Frota de veículos leves integralmente elétrica em 2050
Pot. Compl.,0,12450,28303,50268,47. Frota de veículos leves integralmente elétrica em 2050
GD,0,904,2005,3733,47. Frota de veículos leves integralmente elétrica em 2050
Hidro,63959,95535,107592,107428,4. Potencial Hidrelétrico Inventariado sem áreas de interferência
Gás Natural,10476,18469,27644,35650,4. Potencial Hidrelétrico Inventariado sem áreas de interferência
Carvão,2380,2635,1772,1772,4. Potencial Hidrelétrico Inventariado sem áreas de interferência
Nuclear,1652,2983,2983,2983,4. Potencial Hidrelétrico Inventariado sem áreas de interferência
Óleos Comb,3820,0,0,0,4. Potencial Hidrelétrico Inventariado sem áreas de interferência
Biomassa,3951,6645,8001,8377,4. Potencial Hidrelétrico Inventariado sem áreas de interferência
Eólica,574,11015,19780,37497,4. Potencial Hidrelétrico Inventariado sem áreas de interferência
Solar,4,1386,7518,7518,4. Potencial Hidrelétrico Inventariado sem áreas de interferência
Outros,452,452,452,452,4. Potencial Hidrelétrico Inventariado sem áreas de interferência
Pot. Compl.,0,10071,25095,49629,4. Potencial Hidrelétrico Inventariado sem áreas de interferência
GD,0,904,2005,3733,4. Potencial Hidrelétrico Inventariado sem áreas de interferência
Hidro,63740,94506,112678,112728,49. Capacidade Instalada Total de Eólica e de PV Solar limitada a 50 GW (cada uma) no horizonte
Gás Natural,10147,18027,37102,58087,49. Capacidade Instalada Total de Eólica e de PV Solar limitada a 50 GW (cada uma) no horizonte
Carvão,2380,1689,255,0,49. Capacidade Instalada Total de Eólica e de PV Solar limitada a 50 GW (cada uma) no horizonte
Nuclear,1652,2983,2983,2983,49. Capacidade Instalada Total de Eólica e de PV Solar limitada a 50 GW (cada uma) no horizonte
Óleos Comb,3503,0,0,0,49. Capacidade Instalada Total de Eólica e de PV Solar limitada a 50 GW (cada uma) no horizonte
Biomassa,4141,8923,9574,9706,49. Capacidade Instalada Total de Eólica e de PV Solar limitada a 50 GW (cada uma) no horizonte
Eólica,1250,10008,10418,16250,49. Capacidade Instalada Total de Eólica e de PV Solar limitada a 50 GW (cada uma) no horizonte
Solar,2,2174,5340,8553,49. Capacidade Instalada Total de Eólica e de PV Solar limitada a 50 GW (cada uma) no horizonte
Outros,452,452,0,0,49. Capacidade Instalada Total de Eólica e de PV Solar limitada a 50 GW (cada uma) no horizonte
Pot. Compl.,0,10427,22486,42998,49. Capacidade Instalada Total de Eólica e de PV Solar limitada a 50 GW (cada uma) no horizonte
GD,0,904,2005,3733,49. Capacidade Instalada Total de Eólica e de PV Solar limitada a 50 GW (cada uma) no horizonte
Hidro,63959,95535,107592,107428,7. Sobrecusto de 100% no CAPEX de PCH
Gás Natural,10476,18469,27644,35650,7. Sobrecusto de 100% no CAPEX de PCH
Carvão,2380,2635,1772,1772,7. Sobrecusto de 100% no CAPEX de PCH
Nuclear,1652,2983,2983,2983,7. Sobrecusto de 100% no CAPEX de PCH
Óleos Comb,3820,0,0,0,7. Sobrecusto de 100% no CAPEX de PCH
Biomassa,3951,6645,8001,8377,7. Sobrecusto de 100% no CAPEX de PCH
Eólica,574,11015,19780,37497,7. Sobrecusto de 100% no CAPEX de PCH
Solar,4,1386,7518,7518,7. Sobrecusto de 100% no CAPEX de PCH
Outros,452,452,452,452,7. Sobrecusto de 100% no CAPEX de PCH
Pot. Compl.,0,10071,25095,49629,7. Sobrecusto de 100% no CAPEX de PCH
GD,0,904,2005,3733,7. Sobrecusto de 100% no CAPEX de PCH
Hidro,59346,92408,99803,101195,53. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Gás Natural,9971,13225,20237,20456,53. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Carvão,2380,1689,255,0,53. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Nuclear,1652,2983,2983,2983,53. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Óleos Comb,4082,0,0,0,53. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Biomassa,8112,17952,17892,17818,53. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Eólica,1334,12898,28109,44468,53. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Solar,4,434,944,3724,53. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Outros,452,452,452,452,53. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Pot. Compl.,0,7149,30161,60210,53. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
